project_id,mp_id,state_ut,constituency,district,block_or_urban,gram_panchayat_or_ward,village_or_locality,work_description,work_category,estimated_cost_inr,sanctioned_cost_inr,sanction_date,start_date,expected_completion_date,actual_completion_date,status,physical_completion_percentage,latitude,longitude,implementing_agency_id,ground_truth_label,anomaly_scenario
PRJ004020,MP00449,Bihar,MAHARAJGANJ_BR,Maharajganj,Maharajganj Block,Veeroli Gram Panchayat,Veeroli,"Installation of drinking water supply scheme in Veeroli, Maharajganj district",DRINKING_WATER,1620500,1524900,2024-12-05,2025-01-10,2025-04-17,2025-05-16,COMPLETED,100,26.63776,87.09419,SYN_AGENCY_009,NORMAL,NORMAL
PRJ004021,MP00449,Bihar,MAHARAJGANJ_BR,Maharajganj,Maharajganj Block,Amarhalli Gram Panchayat,Amarhalli,"Construction of concrete road at Amarhalli, Maharajganj district",ROAD,2371700,3992900,2024-08-09,2024-10-03,2025-02-07,,ONGOING,94,26.73004,87.09491,SYN_AGENCY_032,ANOMALOUS,COST_OVERRUN
PRJ004022,MP00449,Bihar,MAHARAJGANJ_BR,Maharajganj,Maharajganj Block,Hanumankheda Gram Panchayat,Hanumankheda,"Development of playground/sports ground at Hanumankheda, Maharajganj district",SPORTS_INFRASTRUCTURE,1431500,1389200,2024-11-11,2024-12-03,2025-05-27,2025-05-13,COMPLETED,100,26.64163,87.04772,SYN_AGENCY_040,NORMAL,NORMAL
PRJ004023,MP00449,Bihar,MAHARAJGANJ_BR,Maharajganj,Maharajganj Block,Laxmigarh Gram Panchayat,Laxmigarh,"Construction of individual household toilets in Laxmigarh, Maharajganj district",SANITATION,1214600,1231900,2024-07-18,2024-10-03,2024-12-20,2025-01-04,COMPLETED,100,26.72382,87.12454,SYN_AGENCY_019,NORMAL,NORMAL
PRJ004024,MP00449,Bihar,MAHARAJGANJ_BR,Maharajganj,Maharajganj Municipal Corporation,Ward No. 43,Shyam Nagar,"Black-topping/upgradation of village road in Shyam Nagar, Maharajganj district",ROAD,3413400,3313200,2024-09-07,2024-10-07,2025-05-19,2025-06-03,COMPLETED,100,26.62062,87.03852,SYN_AGENCY_039,NORMAL,NORMAL
PRJ004025,MP00449,Bihar,MAHARAJGANJ_BR,Maharajganj,Maharajganj Block,Suryagaon Gram Panchayat,Suryagaon,"Black-topping/upgradation of village road in Suryagaon, Maharajganj district",ROAD,3958600,3831400,2024-08-11,2024-11-02,2025-05-25,2025-06-03,COMPLETED,100,26.74076,87.15625,SYN_AGENCY_041,NORMAL,NORMAL
PRJ004026,MP00449,Bihar,MAHARAJGANJ_BR,Maharajganj,Maharajganj Block,Laxmiabad Gram Panchayat,Laxmiabad,"Construction of concrete road at Laxmiabad, Maharajganj district",ROAD,3428000,3455800,2025-04-10,2025-05-06,2025-12-15,,ONGOING,20,26.68452,87.02869,SYN_AGENCY_053,NORMAL,NORMAL
PRJ004027,MP00450,Odisha,SUNDARGARH (ST),Sundargarh,Sundargarh Block,Amarhalli Gram Panchayat,Amarhalli,"Construction of pucca drain in Amarhalli, Sundargarh district",DRAINAGE,831400,793900,2024-09-14,2024-10-12,2025-03-03,2025-03-16,COMPLETED,100,20.28609,84.59673,SYN_AGENCY_004,NORMAL,NORMAL
PRJ004028,MP00450,Odisha,SUNDARGARH (ST),Sundargarh,Sundargarh Block,Narmadapalli Gram Panchayat,Narmadapalli,"Construction of Panchayat Bhawan at Narmadapalli, Sundargarh district",PUBLIC_BUILDING,2816500,2796400,2025-02-12,2025-05-12,2026-01-17,,ONGOING,18,20.25716,84.49138,SYN_AGENCY_049,NORMAL,NORMAL
PRJ004029,MP00450,Odisha,SUNDARGARH (ST),Sundargarh,Sundargarh Block,Vijaypur Gram Panchayat,Vijaypur,"Laying of water supply pipeline in Vijaypur, Sundargarh district",WATER_SUPPLY,2411100,2381200,2024-09-23,2024-10-16,2025-03-30,2025-04-02,COMPLETED,100,20.21615,84.52708,SYN_AGENCY_048,NORMAL,NORMAL
PRJ004030,MP00450,Odisha,SUNDARGARH (ST),Sundargarh,Sundargarh Block,Mahipura Gram Panchayat,Mahipura,"Laying of water supply pipeline in Mahipura, Sundargarh district",WATER_SUPPLY,2231500,2238600,2024-09-18,2024-10-15,2025-03-30,2025-04-04,COMPLETED,100,20.21174,84.54353,SYN_AGENCY_070,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ004031,MP00450,Odisha,SUNDARGARH (ST),Sundargarh,Sundargarh Block,Kaverioli Gram Panchayat,Kaverioli,"Augmentation of piped water supply network in Kaverioli, Sundargarh district",WATER_SUPPLY,1995000,2000400,2025-01-20,2025-03-20,2025-10-31,,ONGOING,44,20.17082,84.49934,SYN_AGENCY_009,NORMAL,NORMAL
PRJ004032,MP00450,Odisha,SUNDARGARH (ST),Sundargarh,Sundargarh Block,Mahiabad Gram Panchayat,Mahiabad,"Construction of pucca drain in Mahiabad, Sundargarh district",DRAINAGE,1101500,1085900,2024-10-18,2024-12-03,2025-03-27,2025-03-12,COMPLETED,100,20.18932,84.54583,SYN_AGENCY_016,NORMAL,NORMAL
PRJ004033,MP00450,Odisha,SUNDARGARH (ST),Sundargarh,Sundargarh Block,Chandraabad Gram Panchayat,Chandraabad,"Provision of LED street lighting in Chandraabad, Sundargarh district",STREET_LIGHTING,558300,563800,2024-07-01,2024-08-02,2024-10-05,,DELAYED,23,20.16301,84.5139,SYN_AGENCY_061,ANOMALOUS,LOW_UTILIZATION
PRJ004034,MP00450,Odisha,SUNDARGARH (ST),Sundargarh,Sundargarh Block,Narmadahalli Gram Panchayat,Narmadahalli,"Construction of community sanitation complex in Narmadahalli, Sundargarh district",SANITATION,970400,972700,2024-08-06,2024-09-16,2024-12-19,,ONGOING,94,20.2172,84.55904,SYN_AGENCY_036,NORMAL,NORMAL
PRJ004035,MP00450,Odisha,SUNDARGARH (ST),Sundargarh,Sundargarh Block,Jaipura Gram Panchayat,Jaipura,"Construction of individual household toilets in Jaipura, Sundargarh district",SANITATION,1322500,1260100,2025-02-21,2025-03-17,2025-08-04,,ONGOING,56,20.27589,84.50354,SYN_AGENCY_047,NORMAL,NORMAL
PRJ004036,MP00450,Odisha,SUNDARGARH (ST),Sundargarh,Sundargarh Nagar Panchayat,Ward No. 2,Veer Ganj,"Construction of irrigation channel near Veer Ganj, Sundargarh district",IRRIGATION,3206500,3238500,2025-03-27,2025-06-10,2026-04-13,,ONGOING,5,20.18743,84.51562,SYN_AGENCY_074,NORMAL,NORMAL
PRJ004037,MP00451,Jammu And Kashmir,JAMMU,Jammu,Jammu Urban Local Body,Ward No. 33,Kishan Extension,"Provision of hand pumps/bore-well for drinking water in Kishan Extension, Jammu district",DRINKING_WATER,2303000,2235500,2024-07-01,2024-09-27,2025-03-05,,DELAYED,31,32.91047,75.94843,SYN_AGENCY_051,ANOMALOUS,PROJECT_DELAY
PRJ004038,MP00451,Jammu And Kashmir,JAMMU,Jammu,Jammu Block,Laxmioli Gram Panchayat,Laxmioli,"Construction of concrete road at Laxmioli, Jammu district",ROAD,2728100,2718100,2024-09-23,2024-10-29,2025-04-22,2025-05-21,COMPLETED,100,32.95075,75.91096,SYN_AGENCY_042,NORMAL,NORMAL
PRJ004039,MP00451,Jammu And Kashmir,JAMMU,Jammu,Jammu Block,Jainagar Gram Panchayat,Jainagar,"Construction of covered drainage system in Jainagar, Jammu district",DRAINAGE,1794600,1801200,2024-07-17,2024-09-11,2025-01-13,2025-01-16,COMPLETED,100,32.97344,75.99718,SYN_AGENCY_014,NORMAL,NORMAL
PRJ004040,MP00451,Jammu And Kashmir,JAMMU,Jammu,Jammu Nagar Panchayat,Ward No. 42,Deep Puram,"Construction of Community Hall at Deep Puram, Jammu district",COMMUNITY_HALL,3481100,3453000,2024-08-25,2024-11-10,2025-07-09,,ONGOING,72,32.89287,75.86491,SYN_AGENCY_013,NORMAL,NORMAL
PRJ004041,MP00451,Jammu And Kashmir,JAMMU,Jammu,Jammu Urban Local Body,Ward No. 11,Anand Colony,"Establishment of reading room/library at Anand Colony, Jammu district",LIBRARY,807600,779500,2025-05-09,2025-07-22,2025-10-29,,SANCTIONED,0,33.01381,75.96884,SYN_AGENCY_019,NORMAL,NORMAL
PRJ004042,MP00451,Jammu And Kashmir,JAMMU,Jammu,Jammu Block,Adityanagar Gram Panchayat,Adityanagar,"Provision of hand pumps/bore-well for drinking water in Adityanagar, Jammu district",DRINKING_WATER,1579200,1512300,2025-01-11,2025-03-08,2025-07-15,,ONGOING,85,32.9354,75.88375,SYN_AGENCY_072,NORMAL,NORMAL
PRJ004043,MP00451,Jammu And Kashmir,JAMMU,Jammu,Jammu Urban Local Body,Ward No. 37,Amar Layout,"Construction of additional classrooms at Government School, Amar Layout, Jammu district",SCHOOL_INFRASTRUCTURE,2184800,2214200,2024-11-07,2024-12-06,2025-07-30,,ONGOING,77,32.94874,75.94181,SYN_AGENCY_012,NORMAL,NORMAL
PRJ004044,MP00451,Jammu And Kashmir,JAMMU,Jammu,Jammu Block,Jaipura Gram Panchayat,Jaipura,"Augmentation of piped water supply network in Jaipura, Jammu district",WATER_SUPPLY,15287500,15050400,2025-01-10,2025-03-18,2025-08-31,,ONGOING,47,32.96331,75.95025,SYN_AGENCY_020,ANOMALOUS,FUND_OUTCOME_MISMATCH
PRJ004045,MP00452,West Bengal,PURULIA,Purulia,Purulia Block,Indrawadi Gram Panchayat,Indrawadi,"Construction of check dam near Indrawadi, Purulia district",IRRIGATION,2849400,2714800,2025-05-05,2025-06-27,2026-04-19,,ONGOING,1,22.1075,87.16743,SYN_AGENCY_055,NORMAL,NORMAL
PRJ004046,MP00452,West Bengal,PURULIA,Purulia,Purulia Urban Local Body,Ward No. 37,Ganesh Colony,"Provision of LED street lighting in Ganesh Colony, Purulia district",STREET_LIGHTING,804500,794700,2026-04-09,2026-05-14,2026-09-09,,SANCTIONED,0,22.03692,87.18082,SYN_AGENCY_066,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ004047,MP00452,West Bengal,PURULIA,Purulia,Purulia Block,Godavaripura Gram Panchayat,Godavaripura,"Development of playground/sports ground at Godavaripura, Purulia district",SPORTS_INFRASTRUCTURE,2478400,2484200,2025-01-30,2025-04-21,2025-10-15,,ONGOING,42,22.0355,87.10774,SYN_AGENCY_038,NORMAL,NORMAL
PRJ004048,MP00452,West Bengal,PURULIA,Purulia,Purulia Block,Indraoli Gram Panchayat,Indraoli,"Construction of Community Hall at Indraoli, Purulia district",COMMUNITY_HALL,2243900,2251300,2025-05-06,2025-07-18,2026-03-04,,SANCTIONED,0,22.04882,87.15644,SYN_AGENCY_035,NORMAL,NORMAL
PRJ004049,MP00452,West Bengal,PURULIA,Purulia,Purulia Block,Kaverikheda Gram Panchayat,Kaverikheda,"Construction of public community building at Kaverikheda, Purulia district",PUBLIC_BUILDING,1222800,1974700,2025-03-19,2025-05-03,2025-11-01,,ONGOING,26,22.00363,87.05957,SYN_AGENCY_050,ANOMALOUS,COST_OVERRUN
PRJ004050,MP00452,West Bengal,PURULIA,Purulia,Purulia Municipal Corporation,Ward No. 6,Ram Enclave,"Construction of Community Centre at Ram Enclave, Purulia district",COMMUNITY_HALL,3405800,3406700,2024-07-01,2024-07-30,2025-03-31,,DELAYED,51,21.98522,87.15639,SYN_AGENCY_018,ANOMALOUS,PROJECT_DELAY
PRJ004051,MP00452,West Bengal,PURULIA,Purulia,Purulia Block,Yamunakheda Gram Panchayat,Yamunakheda,"Black-topping/upgradation of village road in Yamunakheda, Purulia district",ROAD,3865500,3793700,2025-03-18,2025-04-02,2025-12-10,,ONGOING,78,22.04939,87.16082,SYN_AGENCY_031,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ004052,MP00452,West Bengal,PURULIA,Purulia,Purulia Block,Suryanagar Gram Panchayat,Suryanagar,"Construction of community sanitation complex in Suryanagar, Purulia district",SANITATION,1183000,1142300,2025-05-02,2025-07-21,2025-11-09,,SANCTIONED,0,22.11134,87.19774,SYN_AGENCY_038,NORMAL,NORMAL
PRJ004053,MP00452,West Bengal,PURULIA,Purulia,Purulia Block,Krishnanagar Gram Panchayat,Krishnanagar,"Construction of concrete road at Krishnanagar, Purulia district",ROAD,2115400,2119600,2024-12-14,2025-01-16,2025-07-30,,ONGOING,69,22.04523,87.17664,SYN_AGENCY_038,NORMAL,NORMAL
PRJ004054,MP00452,West Bengal,PURULIA,Purulia,Purulia Block,Nandoli Gram Panchayat,Nandoli,"Construction of concrete road at Nandoli, Purulia district",ROAD,1621500,1602000,2024-07-01,2024-08-31,2025-01-17,,DELAYED,16,22.05319,87.11456,SYN_AGENCY_005,ANOMALOUS,LOW_UTILIZATION
PRJ004055,MP00453,Tamil Nadu,SIVAGANGA,Sivaganga,Sivaganga Block,Suryagaon Gram Panchayat,Suryagaon,"Construction of sports infrastructure facility at Suryagaon, Sivaganga district",SPORTS_INFRASTRUCTURE,927900,874400,2024-09-20,2024-12-03,2025-05-15,2025-05-12,COMPLETED,100,10.01369,77.78738,SYN_AGENCY_050,NORMAL,NORMAL
PRJ004056,MP00453,Tamil Nadu,SIVAGANGA,Sivaganga,Sivaganga Block,Yamunahalli Gram Panchayat,Yamunahalli,"Construction of additional classrooms at Government School, Yamunahalli, Sivaganga district",SCHOOL_INFRASTRUCTURE,2085500,2005600,2025-03-04,2025-04-28,2025-12-28,,ONGOING,23,10.10132,77.86523,SYN_AGENCY_010,NORMAL,NORMAL
PRJ004057,MP00453,Tamil Nadu,SIVAGANGA,Sivaganga,Sivaganga Municipality,Ward No. 44,Kaveri Nagar,"Provision of LED street lighting in Kaveri Nagar, Sivaganga district",STREET_LIGHTING,851800,868300,2025-01-26,2025-02-27,2025-04-28,2025-05-02,COMPLETED,100,10.09887,77.76303,SYN_AGENCY_029,NORMAL,NORMAL
PRJ004058,MP00453,Tamil Nadu,SIVAGANGA,Sivaganga,Sivaganga Block,Omgarh Gram Panchayat,Omgarh,"Black-topping/upgradation of village road in Omgarh, Sivaganga district",ROAD,3955300,3814300,2024-08-14,2024-10-03,2025-02-13,2025-03-11,COMPLETED,100,10.08633,77.86304,SYN_AGENCY_023,NORMAL,NORMAL
PRJ004059,MP00453,Tamil Nadu,SIVAGANGA,Sivaganga,Sivaganga Block,Mohanpura Gram Panchayat,Mohanpura,"Installation of drinking water supply scheme in Mohanpura, Sivaganga district",DRINKING_WATER,1793700,1726100,2024-09-28,2024-11-17,2025-02-19,2025-03-06,COMPLETED,100,10.15051,77.79373,SYN_AGENCY_073,NORMAL,NORMAL
PRJ004060,MP00453,Tamil Nadu,SIVAGANGA,Sivaganga,Sivaganga Block,Anandgarh Gram Panchayat,Anandgarh,"Construction of boundary wall at Government School, Anandgarh, Sivaganga district",SCHOOL_INFRASTRUCTURE,2379900,3958400,2024-09-17,2024-10-22,2025-07-05,,ONGOING,79,10.12335,77.89417,SYN_AGENCY_011,ANOMALOUS,COST_OVERRUN
PRJ004061,MP00453,Tamil Nadu,SIVAGANGA,Sivaganga,Sivaganga Block,Kishangaon Gram Panchayat,Kishangaon,"Upgradation of Primary Health Sub-Centre at Kishangaon, Sivaganga district",HEALTH_INFRASTRUCTURE,2280700,2255800,2025-01-01,2025-01-31,2025-07-16,,ONGOING,95,10.11252,77.82934,SYN_AGENCY_025,NORMAL,NORMAL
PRJ004062,MP00453,Tamil Nadu,SIVAGANGA,Sivaganga,Sivaganga Block,Chandrapur Gram Panchayat,Chandrapur,"Construction of Panchayat Bhawan at Chandrapur, Sivaganga district",PUBLIC_BUILDING,1568400,1539000,2024-08-24,2024-11-17,2025-04-23,2025-04-12,COMPLETED,100,10.08401,77.79334,SYN_AGENCY_052,NORMAL,NORMAL
PRJ004063,MP00453,Tamil Nadu,SIVAGANGA,Sivaganga,Sivaganga Block,Veerabad Gram Panchayat,Veerabad,"Construction of concrete road at Veerabad, Sivaganga district",ROAD,3855700,3695600,2024-07-22,2024-08-18,2025-03-08,2025-03-28,COMPLETED,100,10.0684,77.86277,SYN_AGENCY_017,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ004064,MP00454,Kerala,KANNUR,Kannur,Kannur Block,Jaiwadi Gram Panchayat,Jaiwadi,"Construction of passenger waiting shed at Jaiwadi, Kannur district",BUS_SHELTER,530800,530200,2025-04-05,2025-05-18,2025-07-14,,ONGOING,62,9.67142,75.33376,SYN_AGENCY_052,NORMAL,NORMAL
PRJ004065,MP00454,Kerala,KANNUR,Kannur,Kannur Block,Bharatpura Gram Panchayat,Bharatpura,"Construction of Panchayat Bhawan at Bharatpura, Kannur district",PUBLIC_BUILDING,1383100,1301700,2024-08-16,2024-10-22,2025-05-16,2025-05-17,COMPLETED,100,9.64268,75.30609,SYN_AGENCY_061,NORMAL,NORMAL
PRJ004066,MP00454,Kerala,KANNUR,Kannur,Kannur Block,Mohanoli Gram Panchayat,Mohanoli,"Construction of pucca drain in Mohanoli, Kannur district",DRAINAGE,918500,910900,2024-11-02,2025-01-13,2025-05-30,2025-06-03,COMPLETED,100,9.69775,75.33908,SYN_AGENCY_024,NORMAL,NORMAL
PRJ004067,MP00454,Kerala,KANNUR,Kannur,Kannur Block,Ramhalli Gram Panchayat,Ramhalli,"Construction of concrete road at Ramhalli, Kannur district",ROAD,3192400,3114000,2025-03-08,2025-05-20,2025-10-15,,ONGOING,22,9.69414,75.33039,SYN_AGENCY_011,NORMAL,NORMAL
PRJ004068,MP00454,Kerala,KANNUR,Kannur,Kannur Block,Kishankheda Gram Panchayat,Kishankheda,"Laying of water supply pipeline in Kishankheda, Kannur district",WATER_SUPPLY,2112400,2111300,2025-05-10,2025-07-05,2026-02-08,,SANCTIONED,0,9.76214,75.3961,SYN_AGENCY_001,NORMAL,NORMAL
PRJ004069,MP00454,Kerala,KANNUR,Kannur,Kannur Block,Balwadi Gram Panchayat,Balwadi,"Laying of water supply pipeline in Balwadi, Kannur district",WATER_SUPPLY,2265300,2198600,2025-04-23,2025-07-10,2025-12-08,,SANCTIONED,0,9.75496,75.39315,SYN_AGENCY_041,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ004070,MP00454,Kerala,KANNUR,Kannur,Kannur Block,Anandgaon Gram Panchayat,Anandgaon,"Construction of pucca drain in Anandgaon, Kannur district",DRAINAGE,1238900,1257100,2024-09-22,2024-11-03,2025-04-05,2025-04-07,COMPLETED,40,9.69217,75.33822,SYN_AGENCY_042,ANOMALOUS,FINANCIAL_PHYSICAL_MISMATCH
PRJ004071,MP00454,Kerala,KANNUR,Kannur,Kannur Block,Kishanwadi Gram Panchayat,Kishanwadi,"Construction of individual household toilets in Kishanwadi, Kannur district",SANITATION,1472500,2501600,2025-04-30,2025-06-26,2025-10-07,,ONGOING,3,9.7812,75.3424,SYN_AGENCY_037,ANOMALOUS,COST_OVERRUN
PRJ004072,MP00454,Kerala,KANNUR,Kannur,Kannur Block,Narmadaabad Gram Panchayat,Narmadaabad,"Construction of Community Hall at Narmadaabad, Kannur district",COMMUNITY_HALL,1733700,1664700,2025-03-10,2025-04-28,2025-11-14,,ONGOING,26,9.64388,75.2627,SYN_AGENCY_077,NORMAL,NORMAL
PRJ004073,MP00454,Kerala,KANNUR,Kannur,Kannur Block,Indragarh Gram Panchayat,Indragarh,"Upgradation of Primary Health Sub-Centre at Indragarh, Kannur district",HEALTH_INFRASTRUCTURE,2450700,2460200,2024-07-01,2024-07-23,2024-12-31,,DELAYED,15,9.70507,75.24757,SYN_AGENCY_041,ANOMALOUS,LOW_UTILIZATION
PRJ004074,MP00455,Karnataka,BANGALORE SOUTH,Bangalore South,Bangalore South Municipality,Ward No. 4,Raj Extension,"Construction of concrete road at Raj Extension, Bangalore South district",ROAD,3199300,3158900,2024-09-27,2024-10-12,2025-04-05,2025-04-09,COMPLETED,26,14.07835,74.60686,SYN_AGENCY_030,ANOMALOUS,FINANCIAL_PHYSICAL_MISMATCH
PRJ004075,MP00455,Karnataka,BANGALORE SOUTH,Bangalore South,Bangalore South Municipality,Ward No. 29,Nand Nagar,"Construction of covered drainage system in Nand Nagar, Bangalore South district",DRAINAGE,1386200,1400300,2024-09-17,2024-10-23,2025-04-19,2025-04-27,COMPLETED,100,14.07121,74.71045,SYN_AGENCY_038,NORMAL,NORMAL
PRJ004076,MP00455,Karnataka,BANGALORE SOUTH,Bangalore South,Bangalore South Municipality,Ward No. 24,Aditya Puram,"Black-topping/upgradation of village road in Aditya Puram, Bangalore South district",ROAD,3202100,3202800,2024-07-09,2024-07-30,2025-02-18,2025-02-12,COMPLETED,100,14.1094,74.65224,SYN_AGENCY_075,NORMAL,NORMAL
PRJ004077,MP00455,Karnataka,BANGALORE SOUTH,Bangalore South,Bangalore South Nagar Panchayat,Ward No. 38,Hanuman Ganj,"Provision of hand pumps/bore-well for drinking water in Hanuman Ganj, Bangalore South district",DRINKING_WATER,2086500,2007200,2025-02-23,2025-04-02,2025-08-29,,ONGOING,42,14.02428,74.68905,SYN_AGENCY_062,NORMAL,NORMAL
PRJ004078,MP00455,Karnataka,BANGALORE SOUTH,Bangalore South,Bangalore South Block,Ganeshhalli Gram Panchayat,Ganeshhalli,"Installation of solar street lights in Ganeshhalli, Bangalore South district",STREET_LIGHTING,770600,735000,2024-07-01,2024-08-13,2024-11-15,,DELAYED,43,14.14443,74.63744,SYN_AGENCY_009,ANOMALOUS,PROJECT_DELAY
PRJ004079,MP00455,Karnataka,BANGALORE SOUTH,Bangalore South,Bangalore South Nagar Panchayat,Ward No. 11,Aditya Puram,"Construction of Panchayat Bhawan at Aditya Puram, Bangalore South district",PUBLIC_BUILDING,2714900,4845300,2025-05-05,2025-07-18,2026-03-11,,SANCTIONED,0,14.1053,74.58727,SYN_AGENCY_029,ANOMALOUS,COST_OVERRUN
PRJ004080,MP00455,Karnataka,BANGALORE SOUTH,Bangalore South,Bangalore South Block,Ganeshabad Gram Panchayat,Ganeshabad,"Construction of pucca drain in Ganeshabad, Bangalore South district",DRAINAGE,1056200,1044300,2024-08-15,2024-10-28,2025-01-29,2025-02-18,COMPLETED,100,14.01922,74.7039,SYN_AGENCY_076,NORMAL,NORMAL
PRJ004081,MP00455,Karnataka,BANGALORE SOUTH,Bangalore South,Bangalore South Nagar Panchayat,Ward No. 13,Ganesh Vihar,"Installation of solar street lights in Ganesh Vihar, Bangalore South district",STREET_LIGHTING,881700,868900,2024-10-06,2024-11-04,2025-01-12,2025-01-26,COMPLETED,100,14.0715,74.68762,SYN_AGENCY_002,NORMAL,NORMAL
PRJ004082,MP00455,Karnataka,BANGALORE SOUTH,Bangalore South,Bangalore South Block,Mohanpur Gram Panchayat,Mohanpur,"Upgradation of Primary Health Sub-Centre at Mohanpur, Bangalore South district",HEALTH_INFRASTRUCTURE,3201600,3010100,2024-12-19,2025-03-06,2025-11-12,2025-06-30,COMPLETED,32,14.02849,74.70122,SYN_AGENCY_040,ANOMALOUS,FINANCIAL_PHYSICAL_MISMATCH
PRJ004083,MP00455,Karnataka,BANGALORE SOUTH,Bangalore South,Bangalore South Nagar Panchayat,Ward No. 14,Om Nagar,"Construction of boundary wall at Government School, Om Nagar, Bangalore South district",SCHOOL_INFRASTRUCTURE,2924000,2953900,2025-02-22,2025-04-11,2025-08-25,2025-06-30,COMPLETED,26,14.12498,74.61937,SYN_AGENCY_039,ANOMALOUS,FINANCIAL_PHYSICAL_MISMATCH
PRJ004084,MP00456,Kerala,KOZHIKODE,Kozhikode,Kozhikode Block,Chandanpalli Gram Panchayat,Chandanpalli,"Construction of concrete road at Chandanpalli, Kozhikode district",ROAD,18186100,17655000,2024-07-09,2024-08-08,2025-01-05,,ONGOING,73,9.48326,75.07498,SYN_AGENCY_077,ANOMALOUS,FUND_OUTCOME_MISMATCH
PRJ004085,MP00456,Kerala,KOZHIKODE,Kozhikode,Kozhikode Block,Chandangarh Gram Panchayat,Chandangarh,"Construction of concrete road at Chandangarh, Kozhikode district",ROAD,2934600,2915800,2024-11-19,2025-01-17,2025-05-21,,ONGOING,89,9.45409,75.15062,SYN_AGENCY_049,NORMAL,NORMAL
PRJ004086,MP00456,Kerala,KOZHIKODE,Kozhikode,Kozhikode Municipality,Ward No. 45,Deep Puram,"Black-topping/upgradation of village road in Deep Puram, Kozhikode district",ROAD,1622100,1624000,2025-03-09,2025-04-13,2025-09-29,,ONGOING,37,9.51776,75.11794,SYN_AGENCY_009,NORMAL,NORMAL
PRJ004087,MP00456,Kerala,KOZHIKODE,Kozhikode,Kozhikode Block,Chandraabad Gram Panchayat,Chandraabad,"Provision of LED street lighting in Chandraabad, Kozhikode district",STREET_LIGHTING,895700,894700,2025-02-09,2025-04-24,2025-08-02,,ONGOING,60,9.53666,75.04704,SYN_AGENCY_009,NORMAL,NORMAL
PRJ004088,MP00456,Kerala,KOZHIKODE,Kozhikode,Kozhikode Block,Indrapur Gram Panchayat,Indrapur,"Construction of concrete road at Indrapur, Kozhikode district",ROAD,2898700,2886400,2025-04-04,2025-05-14,2026-01-05,,ONGOING,14,9.46393,75.13606,SYN_AGENCY_010,NORMAL,NORMAL
PRJ004089,MP00456,Kerala,KOZHIKODE,Kozhikode,Kozhikode Block,Kishannagar Gram Panchayat,Kishannagar,"Construction of community sanitation complex in Kishannagar, Kozhikode district",SANITATION,833800,848900,2025-03-13,2025-04-23,2025-09-18,,ONGOING,32,9.57581,75.11869,SYN_AGENCY_074,NORMAL,NORMAL
PRJ004090,MP00456,Kerala,KOZHIKODE,Kozhikode,Kozhikode Block,Amarpur Gram Panchayat,Amarpur,"Upgradation of Primary Health Sub-Centre at Amarpur, Kozhikode district",HEALTH_INFRASTRUCTURE,1611800,1533800,2024-10-20,2024-12-08,2025-07-19,,ONGOING,78,9.45848,75.1576,SYN_AGENCY_068,NORMAL,NORMAL
PRJ004091,MP00456,Kerala,KOZHIKODE,Kozhikode,Kozhikode Block,Kaveriabad Gram Panchayat,Kaveriabad,"Construction of Community Hall at Kaveriabad, Kozhikode district",COMMUNITY_HALL,2330900,2192400,2024-07-22,2024-09-27,2025-04-04,2025-03-29,COMPLETED,100,9.45491,75.04802,SYN_AGENCY_035,NORMAL,NORMAL
PRJ004092,MP00456,Kerala,KOZHIKODE,Kozhikode,Kozhikode Block,Jaigaon Gram Panchayat,Jaigaon,"Provision of hand pumps/bore-well for drinking water in Jaigaon, Kozhikode district",DRINKING_WATER,1740500,1674800,2025-03-11,2025-04-14,2025-08-26,,ONGOING,57,9.44961,75.11073,SYN_AGENCY_014,NORMAL,NORMAL
PRJ004093,MP00457,Uttar Pradesh,VARANASI,Varanasi,Varanasi Urban Local Body,Ward No. 11,Sagar Enclave,"Construction of check dam near Sagar Enclave, Varanasi district",IRRIGATION,1518500,1502700,2025-04-01,2025-06-25,2025-12-11,,ONGOING,3,25.45962,79.62819,SYN_AGENCY_051,NORMAL,NORMAL
PRJ004094,MP00457,Uttar Pradesh,VARANASI,Varanasi,Varanasi Block,Shivgaon Gram Panchayat,Shivgaon,"Construction of check dam near Shivgaon, Varanasi district",IRRIGATION,3262300,3137800,2024-09-24,2024-12-08,2025-07-18,,ONGOING,32,25.40797,79.67443,SYN_AGENCY_019,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ004095,MP00457,Uttar Pradesh,VARANASI,Varanasi,Varanasi Block,Mohangarh Gram Panchayat,Mohangarh,"Construction of check dam near Mohangarh, Varanasi district",IRRIGATION,3232100,3123000,2024-10-04,2024-12-26,2025-05-31,2025-06-05,COMPLETED,100,25.41016,79.66785,SYN_AGENCY_035,NORMAL,NORMAL
PRJ004096,MP00457,Uttar Pradesh,VARANASI,Varanasi,Varanasi Block,Jaigarh Gram Panchayat,Jaigarh,"Construction of boundary wall at Government School, Jaigarh, Varanasi district",SCHOOL_INFRASTRUCTURE,2408200,2351300,2024-07-23,2024-10-03,2025-06-06,2025-06-08,COMPLETED,100,25.34676,79.69493,SYN_AGENCY_057,NORMAL,NORMAL
