transaction_id,project_id,mp_id,transaction_date,transaction_type,amount_inr,cumulative_expenditure_inr,remaining_amount_inr,recipient_entity_id,payment_status,financial_year
TXN010007,PRJ002365,MP00263,2024-12-03,SANCTION,1635600,0,1635600,SYN_AGENCY_024,COMPLETED,2024-25
TXN010008,PRJ002365,MP00263,2025-06-01,RELEASE,1186400,0,1635600,SYN_AGENCY_024,COMPLETED,2025-26
TXN010009,PRJ002365,MP00263,2026-02-13,ADVANCE,133700,133700,1501900,SYN_CONTRACTOR_089,COMPLETED,2025-26
TXN010010,PRJ002365,MP00263,2026-04-22,EXPENDITURE,1008200,1141900,493700,SYN_VENDOR_063,COMPLETED,2026-27
TXN010011,PRJ002366,MP00263,2024-10-14,SANCTION,1808100,0,1808100,SYN_AGENCY_068,COMPLETED,2024-25
TXN010012,PRJ002366,MP00263,2025-03-31,RELEASE,1678500,0,1808100,SYN_AGENCY_068,COMPLETED,2024-25
TXN010013,PRJ002366,MP00263,2025-08-13,ADVANCE,128100,128100,1680000,SYN_CONTRACTOR_090,COMPLETED,2025-26
TXN010014,PRJ002366,MP00263,2025-11-20,EXPENDITURE,750800,878900,929200,SYN_CONTRACTOR_090,COMPLETED,2025-26
TXN010015,PRJ002366,MP00263,2026-04-28,EXPENDITURE,776400,1655300,152800,SYN_CONTRACTOR_090,COMPLETED,2026-27
TXN010016,PRJ002367,MP00263,2024-09-16,SANCTION,1361500,0,1361500,SYN_AGENCY_032,COMPLETED,2024-25
TXN010017,PRJ002367,MP00263,2024-10-24,RELEASE,1361500,0,1361500,SYN_AGENCY_032,COMPLETED,2024-25
TXN010018,PRJ002367,MP00263,2024-12-01,ADVANCE,64500,64500,1297000,SYN_CONTRACTOR_091,COMPLETED,2024-25
TXN010019,PRJ002367,MP00263,2025-01-13,PAYMENT,354900,419400,942100,SYN_CONTRACTOR_091,COMPLETED,2024-25
TXN010020,PRJ002367,MP00263,2025-03-11,EXPENDITURE,465000,884400,477100,SYN_CONTRACTOR_091,COMPLETED,2024-25
TXN010021,PRJ002367,MP00263,2025-04-02,EXPENDITURE,410600,1295000,66500,SYN_VENDOR_005,COMPLETED,2025-26
TXN010022,PRJ002368,MP00263,2025-05-15,SANCTION,1934100,0,1934100,SYN_AGENCY_001,COMPLETED,2025-26
TXN010023,PRJ002368,MP00263,2025-07-13,RELEASE,151500,0,1934100,SYN_AGENCY_001,COMPLETED,2025-26
TXN010024,PRJ002369,MP00264,2025-01-23,SANCTION,499000,0,499000,SYN_AGENCY_012,COMPLETED,2024-25
TXN010025,PRJ002369,MP00264,2025-11-08,RELEASE,433800,0,499000,SYN_AGENCY_012,COMPLETED,2025-26
TXN010026,PRJ002369,MP00264,2026-04-17,ADVANCE,385700,385700,113300,SYN_CONTRACTOR_093,COMPLETED,2026-27
TXN010027,PRJ002370,MP00264,2025-03-08,SANCTION,2427700,0,2427700,SYN_AGENCY_014,COMPLETED,2024-25
TXN010028,PRJ002370,MP00264,2025-08-26,RELEASE,380000,0,2427700,SYN_AGENCY_014,COMPLETED,2025-26
TXN010029,PRJ002370,MP00264,2026-01-08,ADVANCE,40100,40100,2387600,SYN_CONTRACTOR_115,COMPLETED,2025-26
TXN010030,PRJ002370,MP00264,2026-01-09,EXPENDITURE,318000,358100,2069600,SYN_CONTRACTOR_115,COMPLETED,2025-26
TXN010031,PRJ002371,MP00264,2024-11-26,SANCTION,1216100,0,1216100,SYN_AGENCY_045,COMPLETED,2024-25
TXN010032,PRJ002371,MP00264,2024-12-16,RELEASE,1216100,0,1216100,SYN_AGENCY_045,COMPLETED,2024-25
TXN010033,PRJ002371,MP00264,2025-01-05,ADVANCE,106000,106000,1110100,SYN_CONTRACTOR_116,COMPLETED,2024-25
TXN010034,PRJ002371,MP00264,2025-01-27,EXPENDITURE,572200,678200,537900,SYN_VENDOR_060,COMPLETED,2024-25
TXN010035,PRJ002371,MP00264,2025-02-19,PAYMENT,456400,1134600,81500,SYN_CONTRACTOR_116,COMPLETED,2024-25
TXN010036,PRJ002371,MP00264,2025-03-04,ADJUSTMENT,15800,1150400,65700,SYN_AGENCY_045,COMPLETED,2024-25
TXN010037,PRJ002372,MP00264,2025-02-09,SANCTION,2681900,0,2681900,SYN_AGENCY_029,COMPLETED,2024-25
TXN010038,PRJ002372,MP00264,2025-07-01,RELEASE,810300,0,2681900,SYN_AGENCY_029,COMPLETED,2025-26
TXN010039,PRJ002372,MP00264,2025-09-21,ADVANCE,58400,58400,2623500,SYN_CONTRACTOR_117,COMPLETED,2025-26
TXN010040,PRJ002372,MP00264,2026-03-05,PAYMENT,336500,394900,2287000,SYN_CONTRACTOR_117,COMPLETED,2025-26
TXN010041,PRJ002372,MP00264,2026-06-02,EXPENDITURE,399000,793900,1888000,SYN_CONTRACTOR_117,COMPLETED,2026-27
TXN010042,PRJ002373,MP00264,2024-08-13,SANCTION,1624400,0,1624400,SYN_AGENCY_021,COMPLETED,2024-25
TXN010043,PRJ002373,MP00264,2025-03-07,RELEASE,1354100,0,1624400,SYN_AGENCY_021,COMPLETED,2024-25
TXN010044,PRJ002373,MP00264,2025-10-30,ADVANCE,300000,300000,1324400,SYN_CONTRACTOR_118,COMPLETED,2025-26
TXN010045,PRJ002373,MP00264,2026-06-30,EXPENDITURE,1045100,1345100,279300,SYN_VENDOR_002,COMPLETED,2026-27
TXN010046,PRJ002374,MP00264,2024-12-14,SANCTION,3000900,0,3000900,SYN_AGENCY_057,COMPLETED,2024-25
TXN010047,PRJ002374,MP00264,2025-06-03,RELEASE,1762300,0,3000900,SYN_AGENCY_057,COMPLETED,2025-26
TXN010048,PRJ002374,MP00264,2026-01-27,ADVANCE,337800,337800,2663100,SYN_CONTRACTOR_119,COMPLETED,2025-26
TXN010049,PRJ002374,MP00264,2026-05-28,EXPENDITURE,1298300,1636100,1364800,SYN_CONTRACTOR_119,COMPLETED,2026-27
TXN010050,PRJ002375,MP00264,2024-09-01,SANCTION,1018400,0,1018400,SYN_AGENCY_033,COMPLETED,2024-25
TXN010051,PRJ002375,MP00264,2025-05-04,RELEASE,830800,0,1018400,SYN_AGENCY_033,COMPLETED,2025-26
TXN010052,PRJ002375,MP00264,2025-11-03,ADVANCE,127300,127300,891100,SYN_CONTRACTOR_120,COMPLETED,2025-26
TXN010053,PRJ002375,MP00264,2026-06-30,PAYMENT,609200,736500,281900,SYN_VENDOR_064,COMPLETED,2026-27
TXN010054,PRJ002376,MP00264,2024-08-18,SANCTION,769300,0,769300,SYN_AGENCY_006,COMPLETED,2024-25
TXN010055,PRJ002376,MP00264,2025-03-14,RELEASE,769300,0,769300,SYN_AGENCY_006,COMPLETED,2024-25
TXN010056,PRJ002376,MP00264,2025-11-30,ADVANCE,131400,131400,637900,SYN_CONTRACTOR_121,COMPLETED,2025-26
TXN010057,PRJ002376,MP00264,2026-04-13,EXPENDITURE,573800,705200,64100,SYN_CONTRACTOR_121,COMPLETED,2026-27
TXN010058,PRJ002377,MP00264,2025-01-13,SANCTION,3392900,0,3392900,SYN_AGENCY_060,COMPLETED,2024-25
TXN010059,PRJ002377,MP00264,2025-07-01,RELEASE,1902000,0,3392900,SYN_AGENCY_060,COMPLETED,2025-26
TXN010060,PRJ002377,MP00264,2026-02-06,ADVANCE,430200,430200,2962700,SYN_CONTRACTOR_122,COMPLETED,2025-26
TXN010061,PRJ002377,MP00264,2026-04-13,PAYMENT,1471100,1901300,1491600,SYN_CONTRACTOR_122,COMPLETED,2026-27
TXN010062,PRJ002378,MP00265,2024-12-15,SANCTION,1454200,0,1454200,SYN_AGENCY_018,COMPLETED,2024-25
TXN010063,PRJ002378,MP00265,2025-01-29,RELEASE,1305200,0,1454200,SYN_AGENCY_018,COMPLETED,2024-25
TXN010064,PRJ002378,MP00265,2025-02-23,ADVANCE,138400,138400,1315800,SYN_CONTRACTOR_123,COMPLETED,2024-25
TXN010065,PRJ002378,MP00265,2025-04-12,EXPENDITURE,1098500,1236900,217300,SYN_CONTRACTOR_123,COMPLETED,2025-26
TXN010066,PRJ002379,MP00265,2024-09-22,SANCTION,1938000,0,1938000,SYN_AGENCY_055,COMPLETED,2024-25
TXN010067,PRJ002379,MP00265,2024-11-10,RELEASE,1727000,0,1938000,SYN_AGENCY_055,COMPLETED,2024-25
TXN010068,PRJ002379,MP00265,2025-01-15,ADVANCE,180900,180900,1757100,SYN_CONTRACTOR_124,COMPLETED,2024-25
TXN010069,PRJ002379,MP00265,2025-04-04,EXPENDITURE,863200,1044100,893900,SYN_CONTRACTOR_124,COMPLETED,2025-26
TXN010070,PRJ002379,MP00265,2025-04-20,PAYMENT,618400,1662500,275500,SYN_CONTRACTOR_124,COMPLETED,2025-26
TXN010071,PRJ002380,MP00265,2024-07-01,SANCTION,2332300,0,2332300,SYN_AGENCY_039,COMPLETED,2024-25
TXN010072,PRJ002380,MP00265,2025-01-24,RELEASE,926400,0,2332300,SYN_AGENCY_039,COMPLETED,2024-25
TXN010073,PRJ002380,MP00265,2025-05-10,ADVANCE,77100,77100,2255200,SYN_CONTRACTOR_146,COMPLETED,2025-26
TXN010074,PRJ002380,MP00265,2025-11-22,PAYMENT,308900,386000,1946300,SYN_CONTRACTOR_146,COMPLETED,2025-26
TXN010075,PRJ002380,MP00265,2026-06-30,EXPENDITURE,485300,871300,1461000,SYN_VENDOR_030,COMPLETED,2026-27
TXN010076,PRJ002381,MP00265,2025-01-09,SANCTION,804800,0,804800,SYN_AGENCY_059,COMPLETED,2024-25
TXN010077,PRJ002381,MP00265,2025-03-25,RELEASE,757000,0,804800,SYN_AGENCY_059,COMPLETED,2024-25
TXN010078,PRJ002381,MP00265,2025-05-28,ADVANCE,731500,731500,73300,SYN_CONTRACTOR_147,COMPLETED,2025-26
TXN010079,PRJ002382,MP00265,2024-09-26,SANCTION,1892000,0,1892000,SYN_AGENCY_070,COMPLETED,2024-25
TXN010080,PRJ002382,MP00265,2025-03-20,RELEASE,1694200,0,1892000,SYN_AGENCY_070,COMPLETED,2024-25
TXN010081,PRJ002382,MP00265,2025-08-05,ADVANCE,224400,224400,1667600,SYN_CONTRACTOR_148,COMPLETED,2025-26
TXN010082,PRJ002382,MP00265,2026-01-18,EXPENDITURE,1260300,1484700,407300,SYN_CONTRACTOR_148,COMPLETED,2025-26
TXN010083,PRJ002382,MP00265,2026-06-30,REFUND,131000,1353700,538300,SYN_VENDOR_092,COMPLETED,2026-27
TXN010084,PRJ002383,MP00265,2024-12-09,SANCTION,1397100,0,1397100,SYN_AGENCY_068,COMPLETED,2024-25
TXN010085,PRJ002383,MP00265,2025-09-10,RELEASE,1110800,0,1397100,SYN_AGENCY_068,COMPLETED,2025-26
TXN010086,PRJ002383,MP00265,2026-05-19,ADVANCE,1012700,1012700,384400,SYN_CONTRACTOR_149,COMPLETED,2026-27
TXN010087,PRJ002384,MP00265,2024-12-17,SANCTION,1739800,0,1739800,SYN_AGENCY_010,COMPLETED,2024-25
TXN010088,PRJ002384,MP00265,2025-02-05,RELEASE,1614400,0,1739800,SYN_AGENCY_010,COMPLETED,2024-25
TXN010089,PRJ002384,MP00265,2025-03-30,ADVANCE,192800,192800,1547000,SYN_CONTRACTOR_150,COMPLETED,2024-25
TXN010090,PRJ002384,MP00265,2025-05-08,EXPENDITURE,1293400,1486200,253600,SYN_CONTRACTOR_150,COMPLETED,2025-26
TXN010091,PRJ002385,MP00265,2024-07-12,SANCTION,1068000,0,1068000,SYN_AGENCY_045,COMPLETED,2024-25
TXN010092,PRJ002385,MP00265,2024-08-25,RELEASE,1068000,0,1068000,SYN_AGENCY_045,COMPLETED,2024-25
TXN010093,PRJ002385,MP00265,2024-10-12,ADVANCE,87300,87300,980700,SYN_CONTRACTOR_151,COMPLETED,2024-25
TXN010094,PRJ002385,MP00265,2024-11-05,EXPENDITURE,550900,638200,429800,SYN_CONTRACTOR_151,COMPLETED,2024-25
TXN010095,PRJ002385,MP00265,2024-12-27,PAYMENT,429900,1068000,0,SYN_CONTRACTOR_151,COMPLETED,2024-25
TXN010096,PRJ002385,MP00265,2025-01-31,ADJUSTMENT,11500,1068000,0,SYN_AGENCY_045,COMPLETED,2024-25
TXN010097,PRJ002386,MP00266,2024-11-24,SANCTION,1850800,0,1850800,SYN_AGENCY_075,COMPLETED,2024-25
TXN010098,PRJ002386,MP00266,2025-09-04,RELEASE,1388300,0,1850800,SYN_AGENCY_075,COMPLETED,2025-26
TXN010099,PRJ002386,MP00266,2026-06-26,ADVANCE,1264200,1264200,586600,SYN_CONTRACTOR_152,COMPLETED,2026-27
TXN010100,PRJ002387,MP00266,2024-07-01,SANCTION,1892100,0,1892100,SYN_AGENCY_056,COMPLETED,2024-25
TXN010101,PRJ002387,MP00266,2024-08-24,RELEASE,1763300,0,1892100,SYN_AGENCY_056,COMPLETED,2024-25
TXN010102,PRJ002387,MP00266,2024-10-13,ADVANCE,357600,357600,1534500,SYN_CONTRACTOR_153,COMPLETED,2024-25
TXN010103,PRJ002387,MP00266,2024-11-23,PAYMENT,1327600,1685200,206900,SYN_CONTRACTOR_153,COMPLETED,2024-25
TXN010104,PRJ002388,MP00266,2024-09-02,SANCTION,1515800,0,1515800,SYN_AGENCY_006,COMPLETED,2024-25
TXN010105,PRJ002388,MP00266,2025-01-31,RELEASE,1328300,0,1515800,SYN_AGENCY_006,COMPLETED,2024-25
TXN010106,PRJ002388,MP00266,2025-05-28,ADVANCE,1298900,1298900,216900,SYN_CONTRACTOR_154,COMPLETED,2025-26
TXN010107,PRJ002389,MP00266,2024-07-01,SANCTION,1481600,0,1481600,SYN_AGENCY_007,COMPLETED,2024-25
TXN010108,PRJ002389,MP00266,2025-08-08,RELEASE,903500,0,1481600,SYN_AGENCY_007,COMPLETED,2025-26
TXN010109,PRJ002389,MP00266,2026-04-18,ADVANCE,807300,807300,674300,SYN_CONTRACTOR_155,COMPLETED,2026-27
TXN010110,PRJ002390,MP00266,2024-11-15,SANCTION,2602000,0,2602000,SYN_AGENCY_054,COMPLETED,2024-25
TXN010111,PRJ002390,MP00266,2025-10-04,RELEASE,2397400,0,2602000,SYN_AGENCY_054,COMPLETED,2025-26
TXN010112,PRJ002390,MP00266,2026-06-30,ADVANCE,2163400,2163400,438600,SYN_CONTRACTOR_177,COMPLETED,2026-27
TXN010113,PRJ002391,MP00266,2024-07-01,SANCTION,375300,0,375300,SYN_AGENCY_069,COMPLETED,2024-25
TXN010114,PRJ002391,MP00266,2024-12-08,RELEASE,130200,0,375300,SYN_AGENCY_069,COMPLETED,2024-25
TXN010115,PRJ002391,MP00266,2025-07-20,ADVANCE,9100,9100,366200,SYN_CONTRACTOR_178,COMPLETED,2025-26
TXN010116,PRJ002391,MP00266,2026-01-07,EXPENDITURE,53800,62900,312400,SYN_CONTRACTOR_178,COMPLETED,2025-26
TXN010117,PRJ002391,MP00266,2026-06-25,PAYMENT,63800,126700,248600,SYN_VENDOR_062,COMPLETED,2026-27
TXN010118,PRJ002392,MP00266,2024-12-18,SANCTION,1161300,0,1161300,SYN_AGENCY_027,COMPLETED,2024-25
TXN010119,PRJ002392,MP00266,2025-02-12,RELEASE,1101000,0,1161300,SYN_AGENCY_027,COMPLETED,2024-25
TXN010120,PRJ002392,MP00266,2025-04-13,ADVANCE,989600,989600,171700,SYN_CONTRACTOR_179,COMPLETED,2025-26
TXN010121,PRJ002393,MP00266,2025-05-15,SANCTION,2040100,0,2040100,SYN_AGENCY_016,COMPLETED,2025-26
TXN010122,PRJ002393,MP00266,2025-05-31,RELEASE,109700,0,2040100,SYN_AGENCY_016,COMPLETED,2025-26
TXN010123,PRJ002393,MP00266,2025-06-16,ADVANCE,109500,109500,1930600,SYN_CONTRACTOR_180,COMPLETED,2025-26
TXN010124,PRJ002394,MP00267,2024-12-27,SANCTION,1546500,0,1546500,SYN_AGENCY_060,COMPLETED,2024-25
TXN010125,PRJ002394,MP00267,2025-09-22,RELEASE,1020800,0,1546500,SYN_AGENCY_060,COMPLETED,2025-26
TXN010126,PRJ002394,MP00267,2026-06-30,ADVANCE,898800,898800,647700,SYN_CONTRACTOR_001,COMPLETED,2026-27
TXN010127,PRJ002395,MP00267,2024-09-13,SANCTION,2754400,0,2754400,SYN_AGENCY_052,COMPLETED,2024-25
TXN010128,PRJ002395,MP00267,2024-11-11,RELEASE,2754400,0,2754400,SYN_AGENCY_052,COMPLETED,2024-25
TXN010129,PRJ002395,MP00267,2025-01-13,ADVANCE,189700,189700,2564700,SYN_CONTRACTOR_002,COMPLETED,2024-25
TXN010130,PRJ002395,MP00267,2025-04-06,PAYMENT,1256800,1446500,1307900,SYN_CONTRACTOR_002,COMPLETED,2025-26
TXN010131,PRJ002395,MP00267,2025-04-27,EXPENDITURE,1270900,2717400,37000,SYN_VENDOR_066,COMPLETED,2025-26
TXN010132,PRJ002396,MP00267,2025-02-10,SANCTION,244600,0,244600,SYN_AGENCY_021,COMPLETED,2024-25
TXN010133,PRJ002396,MP00267,2025-03-14,RELEASE,244600,0,244600,SYN_AGENCY_021,COMPLETED,2024-25
TXN010134,PRJ002396,MP00267,2025-04-09,ADVANCE,30500,30500,214100,SYN_CONTRACTOR_003,COMPLETED,2025-26
TXN010135,PRJ002396,MP00267,2025-05-22,PAYMENT,204900,235400,9200,SYN_CONTRACTOR_003,COMPLETED,2025-26
TXN010136,PRJ002397,MP00267,2025-04-19,SANCTION,927100,0,927100,SYN_AGENCY_022,COMPLETED,2025-26
TXN010137,PRJ002397,MP00267,2025-08-15,RELEASE,203800,0,927100,SYN_AGENCY_022,COMPLETED,2025-26
TXN010138,PRJ002397,MP00267,2025-12-25,ADVANCE,13900,13900,913200,SYN_CONTRACTOR_004,COMPLETED,2025-26
TXN010139,PRJ002397,MP00267,2026-03-04,PAYMENT,101200,115100,812000,SYN_VENDOR_008,COMPLETED,2025-26
TXN010140,PRJ002397,MP00267,2026-06-30,EXPENDITURE,62400,177500,749600,SYN_CONTRACTOR_004,PENDING,2026-27
TXN010141,PRJ002398,MP00267,2024-08-03,SANCTION,1854100,0,1854100,SYN_AGENCY_043,COMPLETED,2024-25
TXN010142,PRJ002398,MP00267,2024-09-14,RELEASE,1854100,0,1854100,SYN_AGENCY_043,COMPLETED,2024-25
TXN010143,PRJ002398,MP00267,2024-11-22,ADVANCE,129800,129800,1724300,SYN_CONTRACTOR_005,COMPLETED,2024-25
TXN010144,PRJ002398,MP00267,2024-12-21,EXPENDITURE,724000,853800,1000300,SYN_CONTRACTOR_005,COMPLETED,2024-25
TXN010145,PRJ002398,MP00267,2025-03-07,PAYMENT,537200,1391000,463100,SYN_VENDOR_039,COMPLETED,2024-25
TXN010146,PRJ002398,MP00267,2025-03-14,PAYMENT,427600,1818600,35500,SYN_CONTRACTOR_005,COMPLETED,2024-25
TXN010147,PRJ002399,MP00267,2024-07-30,SANCTION,1968000,0,1968000,SYN_AGENCY_048,COMPLETED,2024-25
TXN010148,PRJ002399,MP00267,2025-07-20,RELEASE,1478900,0,1968000,SYN_AGENCY_048,COMPLETED,2025-26
TXN010149,PRJ002399,MP00267,2026-06-23,ADVANCE,1422100,1422100,545900,SYN_CONTRACTOR_006,COMPLETED,2026-27
TXN010150,PRJ002400,MP00267,2025-04-18,SANCTION,2294400,0,2294400,SYN_AGENCY_050,COMPLETED,2025-26
TXN010151,PRJ002400,MP00267,2025-08-21,RELEASE,284900,0,2294400,SYN_AGENCY_050,COMPLETED,2025-26
TXN010152,PRJ002400,MP00267,2025-11-04,ADVANCE,21900,21900,2272500,SYN_CONTRACTOR_139,COMPLETED,2025-26
TXN010153,PRJ002400,MP00267,2026-01-31,EXPENDITURE,112100,134000,2160400,SYN_VENDOR_053,COMPLETED,2025-26
TXN010154,PRJ002400,MP00267,2026-05-03,PAYMENT,145000,279000,2015400,SYN_CONTRACTOR_139,COMPLETED,2026-27
TXN010155,PRJ002401,MP00267,2024-08-22,SANCTION,1348500,0,1348500,SYN_AGENCY_056,COMPLETED,2024-25
TXN010156,PRJ002401,MP00267,2025-01-01,RELEASE,1348500,0,1348500,SYN_AGENCY_056,COMPLETED,2024-25
TXN010157,PRJ002401,MP00267,2025-04-09,ADVANCE,1214400,1214400,134100,SYN_CONTRACTOR_140,COMPLETED,2025-26
TXN010158,PRJ002402,MP00267,2024-08-09,SANCTION,1268000,0,1268000,SYN_AGENCY_038,COMPLETED,2024-25
TXN010159,PRJ002402,MP00267,2024-11-26,RELEASE,1172200,0,1268000,SYN_AGENCY_038,COMPLETED,2024-25
TXN010160,PRJ002402,MP00267,2025-03-12,ADVANCE,1139200,1139200,128800,SYN_CONTRACTOR_141,COMPLETED,2024-25
TXN010161,PRJ002403,MP00267,2024-11-15,SANCTION,2887300,0,2887300,SYN_AGENCY_055,COMPLETED,2024-25
TXN010162,PRJ002403,MP00267,2025-05-05,RELEASE,2004700,0,2887300,SYN_AGENCY_055,COMPLETED,2025-26
TXN010163,PRJ002403,MP00267,2025-11-30,ADVANCE,312700,312700,2574600,SYN_CONTRACTOR_142,COMPLETED,2025-26
TXN010164,PRJ002403,MP00267,2026-06-04,PAYMENT,1516000,1828700,1058600,SYN_CONTRACTOR_142,COMPLETED,2026-27
TXN010165,PRJ002404,MP00268,2024-07-10,SANCTION,2503900,0,2503900,SYN_AGENCY_060,COMPLETED,2024-25
TXN010166,PRJ002404,MP00268,2024-08-22,RELEASE,2503900,0,2503900,SYN_AGENCY_060,COMPLETED,2024-25
TXN010167,PRJ002404,MP00268,2024-09-28,ADVANCE,169900,169900,2334000,SYN_CONTRACTOR_143,COMPLETED,2024-25
TXN010168,PRJ002404,MP00268,2024-12-09,EXPENDITURE,1049600,1219500,1284400,SYN_CONTRACTOR_143,COMPLETED,2024-25
TXN010169,PRJ002404,MP00268,2025-01-11,PAYMENT,1026500,2246000,257900,SYN_CONTRACTOR_143,COMPLETED,2024-25
TXN010170,PRJ002405,MP00268,2025-02-28,SANCTION,1691700,0,1691700,SYN_AGENCY_014,COMPLETED,2024-25
TXN010171,PRJ002405,MP00268,2025-07-24,RELEASE,267100,0,1691700,SYN_AGENCY_014,COMPLETED,2025-26
TXN010172,PRJ002405,MP00268,2025-12-20,ADVANCE,33100,33100,1658600,SYN_CONTRACTOR_144,COMPLETED,2025-26
TXN010173,PRJ002405,MP00268,2026-05-12,EXPENDITURE,211600,244700,1447000,SYN_CONTRACTOR_144,COMPLETED,2026-27
TXN010174,PRJ002406,MP00268,2024-12-21,SANCTION,1187000,0,1187000,SYN_AGENCY_066,COMPLETED,2024-25
TXN010175,PRJ002406,MP00268,2025-01-12,RELEASE,1150500,0,1187000,SYN_AGENCY_066,COMPLETED,2024-25
TXN010176,PRJ002406,MP00268,2025-01-28,ADVANCE,74800,74800,1112200,SYN_CONTRACTOR_145,COMPLETED,2024-25
TXN010177,PRJ002406,MP00268,2025-02-21,EXPENDITURE,266000,340800,846200,SYN_VENDOR_119,COMPLETED,2024-25
TXN010178,PRJ002406,MP00268,2025-03-19,PAYMENT,347000,687800,499200,SYN_VENDOR_119,COMPLETED,2024-25
TXN010179,PRJ002406,MP00268,2025-03-26,EXPENDITURE,332200,1020000,167000,SYN_VENDOR_119,COMPLETED,2024-25
TXN010180,PRJ002407,MP00268,2024-07-06,SANCTION,14391000,0,14391000,SYN_AGENCY_004,COMPLETED,2024-25
TXN010181,PRJ002407,MP00268,2024-12-28,RELEASE,14391000,0,14391000,SYN_AGENCY_004,COMPLETED,2024-25
TXN010182,PRJ002407,MP00268,2025-08-07,ADVANCE,1285900,1285900,13105100,SYN_CONTRACTOR_146,COMPLETED,2025-26
TXN010183,PRJ002407,MP00268,2025-11-12,PAYMENT,5344100,6630000,7761000,SYN_CONTRACTOR_146,COMPLETED,2025-26
TXN010184,PRJ002407,MP00268,2026-06-30,EXPENDITURE,7329300,13959300,431700,SYN_CONTRACTOR_146,PENDING,2026-27
TXN010185,PRJ002408,MP00268,2025-03-01,SANCTION,939800,0,939800,SYN_AGENCY_055,COMPLETED,2024-25
TXN010186,PRJ002408,MP00268,2025-05-24,RELEASE,604900,0,939800,SYN_AGENCY_055,COMPLETED,2025-26
TXN010187,PRJ002408,MP00268,2025-09-05,ADVANCE,32300,32300,907500,SYN_CONTRACTOR_147,COMPLETED,2025-26
TXN010188,PRJ002408,MP00268,2026-01-15,EXPENDITURE,162800,195100,744700,SYN_VENDOR_061,COMPLETED,2025-26
TXN010189,PRJ002408,MP00268,2026-05-06,EXPENDITURE,167900,363000,576800,SYN_CONTRACTOR_147,COMPLETED,2026-27
TXN010190,PRJ002408,MP00268,2026-05-06,PAYMENT,173600,536600,403200,SYN_VENDOR_061,COMPLETED,2026-27
TXN010191,PRJ002409,MP00268,2025-03-04,SANCTION,1227500,0,1227500,SYN_AGENCY_018,COMPLETED,2024-25
TXN010192,PRJ002409,MP00268,2025-11-07,RELEASE,442700,0,1227500,SYN_AGENCY_018,COMPLETED,2025-26
TXN010193,PRJ002409,MP00268,2026-04-29,ADVANCE,421100,421100,806400,SYN_CONTRACTOR_148,COMPLETED,2026-27
TXN010194,PRJ002410,MP00268,2024-09-06,SANCTION,3922700,0,3922700,SYN_AGENCY_039,COMPLETED,2024-25
TXN010195,PRJ002410,MP00268,2024-10-27,RELEASE,3922700,0,3922700,SYN_AGENCY_039,COMPLETED,2024-25
TXN010196,PRJ002410,MP00268,2024-12-14,ADVANCE,261800,261800,3660900,SYN_CONTRACTOR_170,COMPLETED,2024-25
TXN010197,PRJ002410,MP00268,2025-02-09,EXPENDITURE,1520400,1782200,2140500,SYN_CONTRACTOR_170,COMPLETED,2024-25
TXN010198,PRJ002410,MP00268,2025-04-26,EXPENDITURE,1129600,2911800,1010900,SYN_CONTRACTOR_170,COMPLETED,2025-26
TXN010199,PRJ002410,MP00268,2025-05-05,PAYMENT,1011000,3922700,0,SYN_VENDOR_054,COMPLETED,2025-26
TXN010200,PRJ002411,MP00268,2025-05-14,SANCTION,1639400,0,1639400,SYN_AGENCY_077,COMPLETED,2025-26
TXN010201,PRJ002411,MP00268,2025-07-30,RELEASE,149600,0,1639400,SYN_AGENCY_077,COMPLETED,2025-26
TXN010202,PRJ002411,MP00268,2025-10-26,ADVANCE,6000,6000,1633400,SYN_CONTRACTOR_171,COMPLETED,2025-26
TXN010203,PRJ002411,MP00268,2025-12-29,PAYMENT,42000,48000,1591400,SYN_CONTRACTOR_171,COMPLETED,2025-26
TXN010204,PRJ002411,MP00268,2026-03-15,EXPENDITURE,46300,94300,1545100,SYN_VENDOR_085,COMPLETED,2025-26
TXN010205,PRJ002411,MP00268,2026-06-30,PAYMENT,38200,132500,1506900,SYN_CONTRACTOR_171,COMPLETED,2026-27
TXN010206,PRJ002412,MP00269,2024-09-23,SANCTION,783100,0,783100,SYN_AGENCY_070,COMPLETED,2024-25
TXN010207,PRJ002412,MP00269,2024-10-20,RELEASE,783100,0,783100,SYN_AGENCY_070,COMPLETED,2024-25
TXN010208,PRJ002412,MP00269,2024-11-16,ADVANCE,82500,82500,700600,SYN_CONTRACTOR_172,COMPLETED,2024-25
TXN010209,PRJ002412,MP00269,2024-12-09,PAYMENT,276500,359000,424100,SYN_CONTRACTOR_172,COMPLETED,2024-25
TXN010210,PRJ002412,MP00269,2024-12-27,PAYMENT,360300,719300,63800,SYN_VENDOR_116,COMPLETED,2024-25
TXN010211,PRJ002413,MP00269,2025-04-18,SANCTION,9219100,0,9219100,SYN_AGENCY_080,COMPLETED,2025-26
TXN010212,PRJ002413,MP00269,2025-09-25,RELEASE,5535400,0,9219100,SYN_AGENCY_080,COMPLETED,2025-26
TXN010213,PRJ002413,MP00269,2026-03-10,ADVANCE,977700,977700,8241400,SYN_CONTRACTOR_173,COMPLETED,2025-26
TXN010214,PRJ002413,MP00269,2026-06-05,PAYMENT,4325300,5303000,3916100,SYN_CONTRACTOR_173,COMPLETED,2026-27
