mp_id,mp_name,state_ut,constituency,district,house_type,allocated_amount_inr,allocation_year,data_source
MP_350,Piyush Vedprakash Goyal,Maharashtra,MUMBAI NORTH,Mumbai North,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_351,PRABHAKAR REDDY VEMIREDDY,Andhra Pradesh,NELLORE(SC),Nellore(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_352,Prabhubhai Nagarbhai Vasava,Gujarat,BARDOLI(ST),Bardoli(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_353,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_354,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_355,Pradan Baruah,Assam,LAKHIMPUR,Lakhimpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_356,Pradeep Kumar Singh,Bihar,ARARIA,Araria,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_357,PRADEEP PUROHIT,Odisha,BARGARH,Bargarh,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_358,Pradyut Bordoloi,Assam,NOWGONG,Nowgong,Lok Sabha,98000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_359,Pralhad Venkatesh Joshi,Karnataka,DHARWAD,Dharwad,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_360,PRANITI SUSHILKUMAR SHINDE,Maharashtra,SOLAPUR(SC),Solapur(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_361,Prasun Banerjee,West Bengal,HOWRAH,Howrah,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_362,Pratap Chandra Sarangi,Odisha,BALASORE,Balasore,Lok Sabha,147064254.1,2024-2025,Official Ministry Dataset (MP 2)
MP_363,Prataprao Jadhav,Maharashtra,BULDHANA,Buldhana,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_364,Pratima Mondal,West Bengal,JOYNAGAR(SC),Joynagar(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_365,Praveen Khandelwal,Delhi,CHANDINI CHOWK,Chandini Chowk,Lok Sabha,147470276.0,2024-2025,Official Ministry Dataset (MP 2)
MP_366,PRAVEEN PATEL,Uttar Pradesh,PHULPUR,Phulpur,Lok Sabha,151559884.1,2024-2025,Official Ministry Dataset (MP 2)
MP_367,PRIYA SAROJ,Uttar Pradesh,MACHHLISHAHR(SC),Machhlishahr(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_368,Priyanka Gandhi Vadra,Kerala,WAYANAD,Wayanad,Lok Sabha,122500000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_369,PRIYANKA SATISH JARKIHOLI,Karnataka,CHIKKODI,Chikkodi,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_370,Prof Sougata Ray,West Bengal,DUM DUM,Dum Dum,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_371,Prof SP Singh Baghel,Uttar Pradesh,AGRA(SC),Agra(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_372,PUSHPENDRA SAROJ,Uttar Pradesh,KAUSHAMBI(SC),Kaushambi(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_373,Putta Mahesh Kumar,Andhra Pradesh,ELURU,Eluru,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_374,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),Mohanlalganj(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_375,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),Jajpur(Sc),Lok Sabha,147064617.1,2024-2025,Official Ministry Dataset (MP 2)
MP_376,RACHNA BANERJEE,West Bengal,HOOGHLY,Hooghly,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_377,Radha Mohan Singh,Bihar,PURVI CHAMPARAN,Purvi Champaran,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_378,RADHAKRISHNA,Karnataka,GULBARGA(SC),Gulbarga(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_379,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),Raigarh(St),Lok Sabha,159706972.1,2024-2025,Official Ministry Dataset (MP 2)
MP_380,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Rae Bareli,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_381,Rahul Kaswan,Rajasthan,CHURU,Churu,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_382,RAHUL SINGH LODHI,Madhya Pradesh,DAMOH,Damoh,Lok Sabha,163058785.4,2024-2025,Official Ministry Dataset (MP 2)
MP_383,RAJ BHUSHAN CHOUDHARY,Bihar,MUZAFFARPUR,Muzaffarpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_384,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Banswara(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_385,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_386,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_387,RAJA RAM SINGH,Bihar,KARAKAT,Karakat,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_388,RAJABHAU,Maharashtra,NASHIK,Nashik,Lok Sabha,152878682.1,2024-2025,Official Ministry Dataset (MP 2)
MP_389,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Kangra,Lok Sabha,179388967.1,2024-2025,Official Ministry Dataset (MP 2)
MP_390,RAJEEV RAI,Uttar Pradesh,GHOSI,Ghosi,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_391,RAJESH RANJAN ALIAS PAPPU YADAV,Bihar,PURNEA,Purnea,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_392,RAJESH VERMA,Bihar,KHAGARIA,Khagaria,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_393,Rajeshbhai Naranbhai Chudasama,Gujarat,JUNAGADH,Junagadh,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_394,Rajiv Pratap Rudy,Bihar,SARAN,Saran,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_395,Rajiv Ranjan (Lalan) Singh,Bihar,MUNGER,Munger,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_396,Rajkumar Chahar,Uttar Pradesh,FATEHPUR SIKRI,Fatehpur Sikri,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_397,Rajnath Singh,Uttar Pradesh,LUCKNOW,Lucknow,Lok Sabha,154808797.1,2024-2025,Official Ministry Dataset (MP 2)
MP_398,RAJPALSINH MAHENDRASINH JADAV,Gujarat,PANCHMAHAL,Panchmahal,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_399,Raju Bista,West Bengal,DARJEELING,Darjeeling,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_400,RAKESH RATHOR,Uttar Pradesh,SITAPUR,Sitapur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_401,RAKIBUL HUSSAIN,Assam,DHUBRI,Dhubri,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_402,RAM PRASAD CHAUDHARY,Uttar Pradesh,BASTI,Basti,Lok Sabha,204176957.1,2024-2025,Official Ministry Dataset (MP 2)
MP_403,Ram Shiromani,Uttar Pradesh,SHRAWASTI,Shrawasti,Lok Sabha,151746878.1,2024-2025,Official Ministry Dataset (MP 2)
MP_404,RAMASAHAYAM RAGHURAM REDDY,Telangana,KHAMMAM,Khammam,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_405,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,Salempur,Lok Sabha,160056927.1,2024-2025,Official Ministry Dataset (MP 2)
MP_406,RAMBHUAL NISHAD,Uttar Pradesh,SULTANPUR,Sultanpur,Lok Sabha,151231957.1,2024-2025,Official Ministry Dataset (MP 2)
MP_407,RAMESH AWASTHI,Uttar Pradesh,KANPUR,Kanpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_408,Ramesh Chandappa Jigajinagi,Karnataka,BIJAPUR(SC),Bijapur(Sc),Lok Sabha,269500000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_409,Ramprit Mandal,Bihar,JHANJHARPUR,Jhanjharpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_410,Ramvir Singh Bidhuri,Delhi,SOUTH DELHI,South Delhi,Lok Sabha,147559100.0,2024-2025,Official Ministry Dataset (MP 2)
MP_411,RANJIT DUTTA,Assam,Sonitpur,Sonitpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_412,Rao Inderjit Singh,Haryana,GURGAON,Gurgaon,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_413,Rao Rajendra Singh,Rajasthan,JAIPUR RURAL,Jaipur Rural,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_414,Ravi Shankar Prasad,Bihar,PATNA SAHIB,Patna Sahib,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_415,RAVINDRA DATTARAM WAIKAR,Maharashtra,MUMBAI NORTH WEST,Mumbai North West,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_416,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,Uttar Pradesh,GORAKHPUR,Gorakhpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_417,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_418,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_419,Ravindra Vasantrao Chavan,Maharashtra,NANDED,Nanded,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_420,RICHARD VANLALHMANGAIHA,Mizoram,MIZORAM (ST),Mizoram (St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_421,ROBERT BRUCE C,Tamil Nadu,TIRUNELVELI,Tirunelveli,Lok Sabha,147475440.1,2024-2025,Official Ministry Dataset (MP 2)
MP_422,Rodmal Nagar,Madhya Pradesh,RAJGARH,Rajgarh,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_423,ROOP KUMARI CHOUDHARY,Chhattisgarh,MAHASAMUND,Mahasamund,Lok Sabha,153035414.0,2024-2025,Official Ministry Dataset (MP 2)
MP_424,RUCHI VIRA,Uttar Pradesh,MORADABAD,Moradabad,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_425,RUDRA NARAYAN PANY,Odisha,DHENKANAL,Dhenkanal,Lok Sabha,155013957.1,2024-2025,Official Ministry Dataset (MP 2)
MP_426,S SUPONGMEREN JAMIR,Nagaland,NAGALAND,Nagaland,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_427,S Venkatesan,Tamil Nadu,MADURAI,Madurai,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_428,S. Jagathrakshakan,Tamil Nadu,ARAKKONAM,Arakkonam,Lok Sabha,180589332.3,2024-2025,Official Ministry Dataset (MP 2)
MP_429,SACHITHANANTHAM R,Tamil Nadu,DINDIGUL,Dindigul,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_430,SAGAR ESHWAR KHANDRE,Karnataka,BIDAR,Bidar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_431,SALENG A SANGMA,Meghalaya,TURA,Tura,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_432,SAMBIT PATRA,Odisha,PURI,Puri,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_433,SANATAN PANDEY,Uttar Pradesh,BALLIA,Ballia,Lok Sabha,180420041.4,2024-2025,Official Ministry Dataset (MP 2)
MP_434,SANJAY DINA PATIL,Maharashtra,MUMBAI NORTH EAST,Mumbai North East,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_435,Sanjay Haribhau Jadhav,Maharashtra,PARBHANI,Parbhani,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_436,Sanjay Jaiswal,Bihar,PASCHIM CHAMPARAN,Paschim Champaran,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_437,Sanjay Kumar Bandi,Telangana,KARIMNAGAR,Karimnagar,Lok Sabha,172775317.1,2024-2025,Official Ministry Dataset (MP 2)
MP_438,Sanjay Seth,Jharkhand,RANCHI,Ranchi,Lok Sabha,147064357.1,2024-2025,Official Ministry Dataset (MP 2)
MP_439,Sanjay Uttamrao Deshmukh,Maharashtra,YAVATMAL-WASHIM,Yavatmal-Washim,Lok Sabha,185640423.0,2024-2025,Official Ministry Dataset (MP 2)
MP_440,SANJNA JATAV,Rajasthan,BHARATPUR(SC),Bharatpur(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_441,Santosh Pandey,Chhattisgarh,RAJNANDGAON,Rajnandgaon,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_442,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Koraput(St),Lok Sabha,269500000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_443,SARABJEET SINGH KHALSA,Punjab,FARIDKOT(SC),Faridkot(Sc),Lok Sabha,150850348.2,2024-2025,Official Ministry Dataset (MP 2)
MP_444,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),Tiruvallur(Sc),Lok Sabha,171500000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_445,SATPAL BRAHAMCHARI,Haryana,SONEPAT,Sonepat,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_446,Saumitra khan,West Bengal,BISHNUPUR(SC),Bishnupur(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_447,SAVITRI THAKUR,Madhya Pradesh,DHAR(ST),Dhar(St),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_448,SAYANI GHOSH,West Bengal,JADAVPUR,Jadavpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_449,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_450,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_451,SELJA,Haryana,SIRSA(SC),Sirsa(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_452,SELVAGANAPATHI T M,Tamil Nadu,SALEM,Salem,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_453,SELVARAJ V,Tamil Nadu,NAGAPATTINAM(SC),Nagapattinam(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_454,SHAFI PARAMBIL,Kerala,VADAKARA,Vadakara,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_455,SHAMBHAVI,Bihar,SAMASTIPUR(SC),Samastipur(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_456,Shankar Lalwani,Madhya Pradesh,INDORE,Indore,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_457,SHASHANK MANI,Uttar Pradesh,DEORIA,Deoria,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_458,Shatrughan Sinha,West Bengal,ASANSOL,Asansol,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_459,SHER SINGH GHUBAYA,Punjab,FIROZPUR,Firozpur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_460,SHIVMANGAL SINGH TOMAR,Madhya Pradesh,MORENA,Morena,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_461,SHIVRAJ SINGH CHOUHAN,Madhya Pradesh,VIDISHA,Vidisha,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_462,SHOBHA KARANDLAJE,Karnataka,BANGALORE NORTH,Bangalore North,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_463,SHOBHANABEN MAHENDRASINH BARAIYA,Gujarat,SABARKANTHA,Sabarkantha,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_464,SHREYAS. M. PATEL,Karnataka,HASSAN,Hassan,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_465,Shri Dharambir Singh,Haryana,BHIWANI MAHENDRAGARH,Bhiwani Mahendragarh,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_466,Shri Abhishek Banerjee,West Bengal,DIAMOND HARBOUR,Diamond Harbour,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_467,Shri Amar Singh,Punjab,FATEHGARH SAHIB(SC),Fatehgarh Sahib(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_468,Shri Amit Shah,Gujarat,GANDHINAGAR,Gandhinagar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_469,Shri Anil Firojiya,Madhya Pradesh,UJJAIN(SC),Ujjain(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_470,Shri Arjun Ram Meghwal,Rajasthan,BIKANER(SC),Bikaner(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_471,Shri Arun Kumar Sagar,Uttar Pradesh,SHAHJAHANPUR(SC),Shahjahanpur(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_472,Shri B Y Raghavendra,Karnataka,SHIMOGA,Shimoga,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_473,Shri Benny Behanan,Kerala,CHALAKUDY,Chalakudy,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_474,Shri Bhartruhari Mahtab,Odisha,CUTTACK,Cuttack,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_475,Shri Chandra Prakash Choudhary,Jharkhand,GIRIDIH,Giridih,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_476,Shri Deepak (Dev) Adhikari,West Bengal,GHATAL,Ghatal,Lok Sabha,200747364.0,2024-2025,Official Ministry Dataset (MP 2)
MP_477,Shri Gurjeet Singh Aujla,Punjab,AMRITSAR,Amritsar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_478,Shri Hanuman Beniwal,Rajasthan,NAGAUR,Nagaur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_479,Shri Hibi Eden,Kerala,ERNAKULAM,Ernakulam,Lok Sabha,162177260.1,2024-2025,Official Ministry Dataset (MP 2)
MP_480,Shri Janardan Singh Sigriwal,Bihar,MAHARAJGANJ_BR,Maharajganj,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_481,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_482,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_483,Shri Jual Oram,Odisha,SUNDARGARH (ST),Sundargarh (St),Lok Sabha,173096756.9,2024-2025,Official Ministry Dataset (MP 2)
MP_484,Shri Jugal Kishore Sharma,Jammu And Kashmir,JAMMU,Jammu,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_485,Shri Jyotirmay Singh Mahato,West Bengal,PURULIA,Purulia,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_486,Shri Karti P Chidambaram,Tamil Nadu,SIVAGANGA,Sivaganga,Lok Sabha,159049284.1,2024-2025,Official Ministry Dataset (MP 2)
MP_487,Shri Kumbakudi Sudhakaran,Kerala,KANNUR,Kannur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_488,Shri LS Tejasvi Surya,Karnataka,BANGALORE SOUTH,Bangalore South,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_489,Shri M K Raghavan,Kerala,KOZHIKODE,Kozhikode,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_490,Shri Narendra Modi,Uttar Pradesh,VARANASI,Varanasi,Lok Sabha,162070276.1,2024-2025,Official Ministry Dataset (MP 2)
MP_491,Shri NK Premachandran,Kerala,KOLLAM,Kollam,Lok Sabha,171477994.1,2024-2025,Official Ministry Dataset (MP 2)
MP_492,Shri PP Chaudhary,Rajasthan,PALI,Pali,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_493,Shri Rajmohan Unnithan,Kerala,KASARAGOD,Kasaragod,Lok Sabha,156754633.1,2024-2025,Official Ministry Dataset (MP 2)
MP_494,Shri Sarbananda Sonowal (18LS),Assam,DIBRUGARH,Dibrugarh,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_495,Shri Satish Kumar Gautam,Uttar Pradesh,ALIGARH,Aligarh,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_496,Shri Shantanu Thakur,West Bengal,BANGAON(SC),Bangaon(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_497,Shri Sudheer Gupta,Madhya Pradesh,MANDSOUR,Mandsour,Lok Sabha,148988014.8,2024-2025,Official Ministry Dataset (MP 2)
MP_498,Shri Suresh Kodikunnil,Kerala,MAVELIKKARA(SC),Mavelikkara(Sc),Lok Sabha,172429519.1,2024-2025,Official Ministry Dataset (MP 2)
MP_499,Shri Tapir Gao,Arunachal Pradesh,ARUNACHAL EAST,Arunachal East,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_500,Shri vijayakumar Vasanth,Tamil Nadu,KANNIYAKUMARI,Kanniyakumari,Lok Sabha,171500000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_501,Shrikant Eknath Shinde,Maharashtra,KALYAN,Kalyan,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_502,SHRIMANT CHH UDAYANRAJE,Maharashtra,SATARA,Satara,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_503,PRATAPSINHAMAHARAJ BHONSLE,Maharashtra,Constituency,Constituency,Lok Sabha,,2024-2025,Official Ministry Dataset (MP 2)
MP_504,Shripad Yesso Naik,Goa,NORTH GOA,North Goa,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_505,Shrirang Appa Barne,Maharashtra,MAVAL,Maval,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_506,Shyamkumar,Maharashtra,RAMTEK(SC),Ramtek(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_507,Sivanath Kesineni,Andhra Pradesh,VIJAYAWADA,Vijayawada,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_508,SK NURUL ISLAM,West Bengal,BASIRHAT,Basirhat,Lok Sabha,49000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_509,SMITA UDAY WAGH,Maharashtra,JALGAON,Jalgaon,Lok Sabha,148107373.1,2024-2025,Official Ministry Dataset (MP 2)
MP_510,Smt Anupriya Patel,Uttar Pradesh,MIRZAPUR,Mirzapur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_511,Smt Aparajita Sarangi,Odisha,BHUBANESWAR,Bhubaneswar,Lok Sabha,147420861.4,2024-2025,Official Ministry Dataset (MP 2)
MP_512,Smt Dimple Yadav,Uttar Pradesh,MAINPURI,Mainpuri,Lok Sabha,192042469.1,2024-2025,Official Ministry Dataset (MP 2)
MP_513,Smt Harsimrat Kaur Badal,Punjab,BHATINDA,Bhatinda,Lok Sabha,159775982.4,2024-2025,Official Ministry Dataset (MP 2)
MP_514,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_515,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_516,Smt Hema Malini,Uttar Pradesh,MATHURA,Mathura,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_517,Smt Himadri Singh,Madhya Pradesh,SHAHDOL (ST),Shahdol (St),Lok Sabha,150724861.1,2024-2025,Official Ministry Dataset (MP 2)
MP_518,Smt Poonamben Hematbhai Maadam,Gujarat,JAMNAGAR,Jamnagar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_519,Smt Raksha Nikhil Khadse,Maharashtra,RAVER,Raver,Lok Sabha,153112586.1,2024-2025,Official Ministry Dataset (MP 2)
MP_520,Smt S Jothimani,Tamil Nadu,KARUR,Karur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_521,Smt Sajda Ahmed,West Bengal,ULUBERIA,Uluberia,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_522,Smt Sandhya Ray,Madhya Pradesh,BHIND(SC),Bhind(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_523,Smt Sangeeta Kumari Singh Deo,Odisha,BOLANGIR,Bolangir,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_524,Smt Satabdi Roy (Banerjee),West Bengal,BIRBHUM,Birbhum,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_525,Smt Supriya Sadanand Sule,Maharashtra,BARAMATI,Baramati,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_526,Smt Veena Devi,Bihar,VAISHALI,Vaishali,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_527,Sribharat MathuKumli,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,Lok Sabha,164841922.0,2024-2025,Official Ministry Dataset (MP 2)
MP_528,SUDAMA PRASAD,Bihar,ARRAH,Arrah,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
