document_id,project_id,document_type,vendor_name,category,extracted_amount_inr,sanctioned_amount_inr,consistency_score,mismatch_flag,file_name
DOC0000941,PRJ000471,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,1360000.0,1360000.0,96.8,False,Purchase_Bill_PRJ000471.pdf
DOC0000942,PRJ000471,UTILIZATION_CERTIFICATE,Ahmedabad District Rural Development Agency (DRDA),ROAD_REPAIR,1686400.0,1360000.0,91.5,False,Utilization_Certificate_PRJ000471.pdf
DOC0000943,PRJ000472,PURCHASE_BILL,SunPower Renewable Energy Systems,SOLAR_ENERGY,3840000.0,3840000.0,92.7,False,Purchase_Bill_PRJ000472.pdf
DOC0000944,PRJ000472,UTILIZATION_CERTIFICATE,Bhavnagar Municipal Corporation Infrastructure Cell,SOLAR_ENERGY,1728000.0,3840000.0,96.4,False,Utilization_Certificate_PRJ000472.pdf
DOC0000945,PRJ000473,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,5440000.0,5440000.0,97.1,False,Purchase_Bill_PRJ000473.pdf
DOC0000946,PRJ000473,UTILIZATION_CERTIFICATE,Varanasi District Rural Development Agency (DRDA),SANITATION,1338240.0,5440000.0,91.5,False,Utilization_Certificate_PRJ000473.pdf
DOC0000947,PRJ000474,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,3700000.0,3700000.0,90.8,False,Purchase_Bill_PRJ000474.pdf
DOC0000948,PRJ000474,UTILIZATION_CERTIFICATE,Varanasi Public Works Department (PWD),SCHOOL_INFRASTRUCTURE,788100.0,3700000.0,93.8,False,Utilization_Certificate_PRJ000474.pdf
DOC0000949,PRJ000475,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,2240000.0,2240000.0,90.2,False,Purchase_Bill_PRJ000475.pdf
DOC0000950,PRJ000475,UTILIZATION_CERTIFICATE,Ujjain District Rural Development Agency (DRDA),WATER_SUPPLY,1985807.2,2240000.0,95.2,False,Utilization_Certificate_PRJ000475.pdf
DOC0000951,PRJ000476,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,4650000.0,4650000.0,94.8,False,Purchase_Bill_PRJ000476.pdf
DOC0000952,PRJ000476,UTILIZATION_CERTIFICATE,Ujjain District Rural Development Agency (DRDA),COMMUNITY_HALL,4083440.13,4650000.0,96.0,False,Utilization_Certificate_PRJ000476.pdf
DOC0000953,PRJ000477,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,2184037.7,1870000.0,63.5,True,Purchase_Bill_PRJ000477.pdf
DOC0000954,PRJ000477,UTILIZATION_CERTIFICATE,Ujjain District Rural Development Agency (DRDA),BRIDGE,396440.0,1870000.0,96.5,False,Utilization_Certificate_PRJ000477.pdf
DOC0000955,PRJ000478,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,5570000.0,5570000.0,90.8,False,Purchase_Bill_PRJ000478.pdf
DOC0000956,PRJ000478,UTILIZATION_CERTIFICATE,Gwalior State Water Supply & Sanitation Board (WSSB),COMMUNITY_HALL,2506500.0,5570000.0,98.2,False,Utilization_Certificate_PRJ000478.pdf
DOC0000957,PRJ000479,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,1920000.0,1920000.0,96.0,False,Purchase_Bill_PRJ000479.pdf
DOC0000958,PRJ000479,UTILIZATION_CERTIFICATE,Gwalior Public Works Department (PWD),COMMUNITY_HALL,1920000.0,1920000.0,99.0,False,Utilization_Certificate_PRJ000479.pdf
DOC0000959,PRJ000480,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,6840000.0,6840000.0,94.3,False,Purchase_Bill_PRJ000480.pdf
DOC0000960,PRJ000480,UTILIZATION_CERTIFICATE,Varanasi District Rural Development Agency (DRDA),COMMUNITY_HALL,10465200.0,6840000.0,92.0,False,Utilization_Certificate_PRJ000480.pdf
DOC0000961,PRJ000481,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,1710000.0,1710000.0,91.6,False,Purchase_Bill_PRJ000481.pdf
DOC0000962,PRJ000481,UTILIZATION_CERTIFICATE,Varanasi District Rural Development Agency (DRDA),SANITATION,1159380.0,1710000.0,99.1,False,Utilization_Certificate_PRJ000481.pdf
DOC0000963,PRJ000482,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,6930000.0,6930000.0,94.5,False,Purchase_Bill_PRJ000482.pdf
DOC0000964,PRJ000482,UTILIZATION_CERTIFICATE,Kolkata District Rural Development Agency (DRDA),DRAINAGE,6148941.08,6930000.0,95.2,False,Utilization_Certificate_PRJ000482.pdf
DOC0000965,PRJ000483,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,6880000.0,6880000.0,97.4,False,Purchase_Bill_PRJ000483.pdf
DOC0000966,PRJ000483,UTILIZATION_CERTIFICATE,Kolkata Municipal Corporation Infrastructure Cell,PUBLIC_TOILET,4313760.0,6880000.0,98.4,False,Utilization_Certificate_PRJ000483.pdf
DOC0000967,PRJ000484,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,3710000.0,3710000.0,88.6,False,Purchase_Bill_PRJ000484.pdf
DOC0000968,PRJ000484,UTILIZATION_CERTIFICATE,Ahmedabad District Rural Development Agency (DRDA),COMMUNITY_HALL,1669500.0,3710000.0,93.5,False,Utilization_Certificate_PRJ000484.pdf
DOC0000969,PRJ000485,PURCHASE_BILL,SmartTransit Urban Infra Solutions,BUS_SHELTER,7740000.0,7740000.0,97.9,False,Purchase_Bill_PRJ000485.pdf
DOC0000970,PRJ000485,UTILIZATION_CERTIFICATE,Ahmedabad District Rural Development Agency (DRDA),BUS_SHELTER,7008921.39,7740000.0,98.6,False,Utilization_Certificate_PRJ000485.pdf
DOC0000971,PRJ000486,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,1170000.0,1170000.0,89.0,False,Purchase_Bill_PRJ000486.pdf
DOC0000972,PRJ000486,UTILIZATION_CERTIFICATE,Ahmedabad District Rural Development Agency (DRDA),COMMUNITY_HALL,1696500.0,1170000.0,94.7,False,Utilization_Certificate_PRJ000486.pdf
DOC0000973,PRJ000487,PURCHASE_BILL,SmartTransit Urban Infra Solutions,BUS_SHELTER,650000.0,650000.0,89.1,False,Purchase_Bill_PRJ000487.pdf
DOC0000974,PRJ000487,UTILIZATION_CERTIFICATE,Varanasi District Rural Development Agency (DRDA),BUS_SHELTER,845000.0,650000.0,91.7,False,Utilization_Certificate_PRJ000487.pdf
DOC0000975,PRJ000488,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,1140000.0,1140000.0,95.2,False,Purchase_Bill_PRJ000488.pdf
DOC0000976,PRJ000488,UTILIZATION_CERTIFICATE,Varanasi District Rural Development Agency (DRDA),HEALTHCARE,1045454.22,1140000.0,92.5,False,Utilization_Certificate_PRJ000488.pdf
DOC0000977,PRJ000489,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,1916532.9,1610000.0,68.6,True,Purchase_Bill_PRJ000489.pdf
DOC0000978,PRJ000489,UTILIZATION_CERTIFICATE,Patna Municipal Corporation Infrastructure Cell,ROAD_REPAIR,600530.0,1610000.0,97.6,False,Utilization_Certificate_PRJ000489.pdf
DOC0000979,PRJ000490,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,2240000.0,2240000.0,96.5,False,Purchase_Bill_PRJ000490.pdf
DOC0000980,PRJ000490,UTILIZATION_CERTIFICATE,Muzaffarpur District Rural Development Agency (DRDA),ROAD_REPAIR,3001600.0,2240000.0,91.8,False,Utilization_Certificate_PRJ000490.pdf
DOC0000981,PRJ000491,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,6900000.0,6900000.0,95.4,False,Purchase_Bill_PRJ000491.pdf
DOC0000982,PRJ000491,UTILIZATION_CERTIFICATE,Muzaffarpur District Rural Development Agency (DRDA),SPORTS_FACILITY,8280000.0,6900000.0,99.2,False,Utilization_Certificate_PRJ000491.pdf
DOC0000983,PRJ000492,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,6370000.0,6370000.0,90.5,False,Purchase_Bill_PRJ000492.pdf
DOC0000984,PRJ000492,UTILIZATION_CERTIFICATE,Muzaffarpur District Rural Development Agency (DRDA),ROAD_CONSTRUCTION,9427600.0,6370000.0,98.7,False,Utilization_Certificate_PRJ000492.pdf
DOC0000985,PRJ000493,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,SPORTS_FACILITY,7360000.0,7360000.0,91.6,False,Purchase_Bill_PRJ000493.pdf
DOC0000986,PRJ000493,UTILIZATION_CERTIFICATE,Khowai District Rural Development Agency (DRDA),SPORTS_FACILITY,3385600.0,7360000.0,95.3,False,Utilization_Certificate_PRJ000493.pdf
DOC0000987,PRJ000494,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,3220000.0,3220000.0,92.6,False,Purchase_Bill_PRJ000494.pdf
DOC0000988,PRJ000494,UTILIZATION_CERTIFICATE,Belonia Public Works Department (PWD),COMMUNITY_HALL,2415000.0,3220000.0,90.0,False,Utilization_Certificate_PRJ000494.pdf
DOC0000989,PRJ000495,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,5090000.0,5090000.0,94.4,False,Purchase_Bill_PRJ000495.pdf
DOC0000990,PRJ000495,UTILIZATION_CERTIFICATE,Sabroom State Water Supply & Sanitation Board (WSSB),SPORTS_FACILITY,3817500.0,5090000.0,98.6,False,Utilization_Certificate_PRJ000495.pdf
DOC0000991,PRJ000496,PURCHASE_BILL,SmartTransit Urban Infra Solutions,BUS_SHELTER,2430000.0,2430000.0,97.4,False,Purchase_Bill_PRJ000496.pdf
DOC0000992,PRJ000496,UTILIZATION_CERTIFICATE,Sabroom State Water Supply & Sanitation Board (WSSB),BUS_SHELTER,2430000.0,2430000.0,90.2,False,Utilization_Certificate_PRJ000496.pdf
DOC0000993,PRJ000497,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,1860000.0,1860000.0,94.4,False,Purchase_Bill_PRJ000497.pdf
DOC0000994,PRJ000497,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),SANITATION,829560.0,1860000.0,97.9,False,Utilization_Certificate_PRJ000497.pdf
DOC0000995,PRJ000498,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,1370000.0,1370000.0,96.7,False,Purchase_Bill_PRJ000498.pdf
DOC0000996,PRJ000498,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),ROAD_CONSTRUCTION,2000200.0,1370000.0,93.5,False,Utilization_Certificate_PRJ000498.pdf
DOC0000997,PRJ000499,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,3950000.0,3950000.0,88.8,False,Purchase_Bill_PRJ000499.pdf
DOC0000998,PRJ000499,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),ROAD_REPAIR,3950000.0,3950000.0,91.4,False,Utilization_Certificate_PRJ000499.pdf
DOC0000999,PRJ000500,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,580000.0,580000.0,95.1,False,Purchase_Bill_PRJ000500.pdf
DOC0001000,PRJ000500,UTILIZATION_CERTIFICATE,Aurangabad State Water Supply & Sanitation Board (WSSB),SANITATION,435000.0,580000.0,91.2,False,Utilization_Certificate_PRJ000500.pdf
DOC0001001,PRJ000501,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,3218409.2,2720000.0,71.2,True,Purchase_Bill_PRJ000501.pdf
DOC0001002,PRJ000501,UTILIZATION_CERTIFICATE,Alappuzha Municipal Corporation Infrastructure Cell,BRIDGE,1136960.0,2720000.0,93.8,False,Utilization_Certificate_PRJ000501.pdf
DOC0001003,PRJ000502,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,2100000.0,2100000.0,96.0,False,Purchase_Bill_PRJ000502.pdf
DOC0001004,PRJ000502,UTILIZATION_CERTIFICATE,Alappuzha District Rural Development Agency (DRDA),COMMUNITY_HALL,2100000.0,2100000.0,97.5,False,Utilization_Certificate_PRJ000502.pdf
DOC0001005,PRJ000503,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,3120000.0,3120000.0,91.8,False,Purchase_Bill_PRJ000503.pdf
DOC0001006,PRJ000503,UTILIZATION_CERTIFICATE,Alappuzha District Rural Development Agency (DRDA),ROAD_CONSTRUCTION,3120000.0,3120000.0,95.2,False,Utilization_Certificate_PRJ000503.pdf
DOC0001007,PRJ000504,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,4030000.0,4030000.0,97.9,False,Purchase_Bill_PRJ000504.pdf
DOC0001008,PRJ000504,UTILIZATION_CERTIFICATE,Alappuzha Municipal Corporation Infrastructure Cell,DRAINAGE,1813500.0,4030000.0,96.6,False,Utilization_Certificate_PRJ000504.pdf
DOC0001009,PRJ000505,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,6720000.0,6720000.0,90.4,False,Purchase_Bill_PRJ000505.pdf
DOC0001010,PRJ000505,UTILIZATION_CERTIFICATE,Alappuzha Municipal Corporation Infrastructure Cell,HEALTHCARE,258124.21,6720000.0,94.2,False,Utilization_Certificate_PRJ000505.pdf
DOC0001011,PRJ000506,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,1730000.0,1730000.0,96.0,False,Purchase_Bill_PRJ000506.pdf
DOC0001012,PRJ000506,UTILIZATION_CERTIFICATE,Alappuzha Municipal Corporation Infrastructure Cell,WATER_SUPPLY,1031080.0,1730000.0,94.0,False,Utilization_Certificate_PRJ000506.pdf
DOC0001013,PRJ000507,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,2410000.0,2410000.0,95.3,False,Purchase_Bill_PRJ000507.pdf
DOC0001014,PRJ000507,UTILIZATION_CERTIFICATE,Alappuzha State Water Supply & Sanitation Board (WSSB),ROAD_REPAIR,1084500.0,2410000.0,98.5,False,Utilization_Certificate_PRJ000507.pdf
DOC0001015,PRJ000508,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,1500000.0,1500000.0,90.3,False,Purchase_Bill_PRJ000508.pdf
DOC0001016,PRJ000508,UTILIZATION_CERTIFICATE,Muzaffarpur District Rural Development Agency (DRDA),PUBLIC_TOILET,1371243.83,1500000.0,99.8,False,Utilization_Certificate_PRJ000508.pdf
DOC0001017,PRJ000509,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,6660000.0,6660000.0,92.2,False,Purchase_Bill_PRJ000509.pdf
DOC0001018,PRJ000509,UTILIZATION_CERTIFICATE,Bhagalpur Public Works Department (PWD),SANITATION,5034960.0,6660000.0,92.7,False,Utilization_Certificate_PRJ000509.pdf
DOC0001019,PRJ000510,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,1580000.0,1580000.0,95.5,False,Purchase_Bill_PRJ000510.pdf
DOC0001020,PRJ000510,UTILIZATION_CERTIFICATE,Muzaffarpur District Rural Development Agency (DRDA),COMMUNITY_HALL,526140.0,1580000.0,90.2,False,Utilization_Certificate_PRJ000510.pdf
DOC0001021,PRJ000511,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,3280000.0,3280000.0,97.3,False,Purchase_Bill_PRJ000511.pdf
DOC0001022,PRJ000511,UTILIZATION_CERTIFICATE,Rajnandgaon Public Works Department (PWD),ROAD_REPAIR,3280000.0,3280000.0,97.9,False,Utilization_Certificate_PRJ000511.pdf
DOC0001023,PRJ000512,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,2690000.0,2690000.0,89.4,False,Purchase_Bill_PRJ000512.pdf
DOC0001024,PRJ000512,UTILIZATION_CERTIFICATE,Durg State Water Supply & Sanitation Board (WSSB),SANITATION,2690000.0,2690000.0,93.7,False,Utilization_Certificate_PRJ000512.pdf
DOC0001025,PRJ000513,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,5280000.0,5280000.0,94.1,False,Purchase_Bill_PRJ000513.pdf
DOC0001026,PRJ000513,UTILIZATION_CERTIFICATE,Siliguri State Water Supply & Sanitation Board (WSSB),SANITATION,3717120.0,5280000.0,99.4,False,Utilization_Certificate_PRJ000513.pdf
DOC0001027,PRJ000514,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,7840000.0,7840000.0,96.4,False,Purchase_Bill_PRJ000514.pdf
DOC0001028,PRJ000514,UTILIZATION_CERTIFICATE,Kolkata District Rural Development Agency (DRDA),DRAINAGE,5205760.0,7840000.0,91.0,False,Utilization_Certificate_PRJ000514.pdf
DOC0001029,PRJ000515,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,1820000.0,1820000.0,97.0,False,Purchase_Bill_PRJ000515.pdf
DOC0001030,PRJ000515,UTILIZATION_CERTIFICATE,Khammam Municipal Corporation Infrastructure Cell,SCHOOL_INFRASTRUCTURE,819000.0,1820000.0,90.6,False,Utilization_Certificate_PRJ000515.pdf
DOC0001031,PRJ000516,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,6280000.0,6280000.0,93.8,False,Purchase_Bill_PRJ000516.pdf
DOC0001032,PRJ000516,UTILIZATION_CERTIFICATE,Ramagundam District Rural Development Agency (DRDA),DRAINAGE,3975240.0,6280000.0,99.4,False,Utilization_Certificate_PRJ000516.pdf
DOC0001033,PRJ000517,PURCHASE_BILL,SmartTransit Urban Infra Solutions,BUS_SHELTER,5730000.0,5730000.0,93.8,False,Purchase_Bill_PRJ000517.pdf
DOC0001034,PRJ000517,UTILIZATION_CERTIFICATE,Ramagundam District Rural Development Agency (DRDA),BUS_SHELTER,5730000.0,5730000.0,91.0,False,Utilization_Certificate_PRJ000517.pdf
DOC0001035,PRJ000518,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,9020066.64,7540000.0,56.5,True,Purchase_Bill_PRJ000518.pdf
DOC0001036,PRJ000518,UTILIZATION_CERTIFICATE,Gwalior State Water Supply & Sanitation Board (WSSB),SPORTS_FACILITY,4282720.0,7540000.0,94.0,False,Utilization_Certificate_PRJ000518.pdf
DOC0001037,PRJ000519,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,1720000.0,1720000.0,92.7,False,Purchase_Bill_PRJ000519.pdf
DOC0001038,PRJ000519,UTILIZATION_CERTIFICATE,Gwalior Public Works Department (PWD),SANITATION,448920.0,1720000.0,91.8,False,Utilization_Certificate_PRJ000519.pdf
DOC0001039,PRJ000520,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,3250000.0,3250000.0,92.5,False,Purchase_Bill_PRJ000520.pdf
DOC0001040,PRJ000520,UTILIZATION_CERTIFICATE,Gwalior Public Works Department (PWD),ROAD_REPAIR,2437500.0,3250000.0,98.8,False,Utilization_Certificate_PRJ000520.pdf
DOC0001041,PRJ000521,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,SCHOOL_INFRASTRUCTURE,6180000.0,6180000.0,89.4,False,Purchase_Bill_PRJ000521.pdf
DOC0001042,PRJ000521,UTILIZATION_CERTIFICATE,Ujjain District Rural Development Agency (DRDA),SCHOOL_INFRASTRUCTURE,2793360.0,6180000.0,99.2,False,Utilization_Certificate_PRJ000521.pdf
DOC0001043,PRJ000522,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,3900000.0,3900000.0,92.8,False,Purchase_Bill_PRJ000522.pdf
DOC0001044,PRJ000522,UTILIZATION_CERTIFICATE,Patna State Water Supply & Sanitation Board (WSSB),DRAINAGE,1146600.0,3900000.0,94.1,False,Utilization_Certificate_PRJ000522.pdf
DOC0001045,PRJ000523,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,2740000.0,2740000.0,93.9,False,Purchase_Bill_PRJ000523.pdf
DOC0001046,PRJ000523,UTILIZATION_CERTIFICATE,Patna State Water Supply & Sanitation Board (WSSB),SANITATION,1257660.0,2740000.0,98.5,False,Utilization_Certificate_PRJ000523.pdf
DOC0001047,PRJ000524,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,ROAD_REPAIR,3200000.0,3200000.0,94.0,False,Purchase_Bill_PRJ000524.pdf
DOC0001048,PRJ000524,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),ROAD_REPAIR,886400.0,3200000.0,99.0,False,Utilization_Certificate_PRJ000524.pdf
DOC0001049,PRJ000525,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,1110000.0,1110000.0,97.1,False,Purchase_Bill_PRJ000525.pdf
DOC0001050,PRJ000525,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),ROAD_CONSTRUCTION,607170.0,1110000.0,90.5,False,Utilization_Certificate_PRJ000525.pdf
DOC0001051,PRJ000526,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,7460000.0,7460000.0,95.4,False,Purchase_Bill_PRJ000526.pdf
DOC0001052,PRJ000526,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),BRIDGE,302848.76,7460000.0,99.7,False,Utilization_Certificate_PRJ000526.pdf
DOC0001053,PRJ000527,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,1630000.0,1630000.0,92.7,False,Purchase_Bill_PRJ000527.pdf
DOC0001054,PRJ000527,UTILIZATION_CERTIFICATE,Aurangabad State Water Supply & Sanitation Board (WSSB),ROAD_CONSTRUCTION,38476.93,1630000.0,97.9,False,Utilization_Certificate_PRJ000527.pdf
DOC0001055,PRJ000528,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,7690000.0,7690000.0,95.3,False,Purchase_Bill_PRJ000528.pdf
DOC0001056,PRJ000528,UTILIZATION_CERTIFICATE,Aurangabad State Water Supply & Sanitation Board (WSSB),PUBLIC_TOILET,3460500.0,7690000.0,98.9,False,Utilization_Certificate_PRJ000528.pdf
DOC0001057,PRJ000529,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,6210000.0,6210000.0,95.1,False,Purchase_Bill_PRJ000529.pdf
DOC0001058,PRJ000529,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),WATER_SUPPLY,4924530.0,6210000.0,96.4,False,Utilization_Certificate_PRJ000529.pdf
DOC0001059,PRJ000530,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,4220000.0,4220000.0,95.0,False,Purchase_Bill_PRJ000530.pdf
DOC0001060,PRJ000530,UTILIZATION_CERTIFICATE,Aurangabad State Water Supply & Sanitation Board (WSSB),SPORTS_FACILITY,1899000.0,4220000.0,93.5,False,Utilization_Certificate_PRJ000530.pdf
DOC0001061,PRJ000531,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,7470000.0,7470000.0,92.0,False,Purchase_Bill_PRJ000531.pdf
DOC0001062,PRJ000531,UTILIZATION_CERTIFICATE,Madurai Public Works Department (PWD),ROAD_CONSTRUCTION,3361500.0,7470000.0,93.4,False,Utilization_Certificate_PRJ000531.pdf
DOC0001063,PRJ000532,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,2280000.0,2280000.0,93.1,False,Purchase_Bill_PRJ000532.pdf
DOC0001064,PRJ000532,UTILIZATION_CERTIFICATE,Chennai State Water Supply & Sanitation Board (WSSB),HEALTHCARE,1085280.0,2280000.0,91.2,False,Utilization_Certificate_PRJ000532.pdf
DOC0001065,PRJ000533,PURCHASE_BILL,SmartTransit Urban Infra Solutions,BUS_SHELTER,3590000.0,3590000.0,90.1,False,Purchase_Bill_PRJ000533.pdf
DOC0001066,PRJ000533,UTILIZATION_CERTIFICATE,Chennai State Water Supply & Sanitation Board (WSSB),BUS_SHELTER,3590000.0,3590000.0,91.6,False,Utilization_Certificate_PRJ000533.pdf
DOC0001067,PRJ000534,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,1390000.0,1390000.0,95.9,False,Purchase_Bill_PRJ000534.pdf
DOC0001068,PRJ000534,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),DRAINAGE,1122635.93,1390000.0,96.1,False,Utilization_Certificate_PRJ000534.pdf
DOC0001069,PRJ000535,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,4900000.0,4900000.0,90.1,False,Purchase_Bill_PRJ000535.pdf
DOC0001070,PRJ000535,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),SANITATION,1935500.0,4900000.0,95.5,False,Utilization_Certificate_PRJ000535.pdf
DOC0001071,PRJ000536,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,4470000.0,4470000.0,90.0,False,Purchase_Bill_PRJ000536.pdf
DOC0001072,PRJ000536,UTILIZATION_CERTIFICATE,Siliguri State Water Supply & Sanitation Board (WSSB),WATER_SUPPLY,213767.71,4470000.0,97.9,False,Utilization_Certificate_PRJ000536.pdf
DOC0001073,PRJ000537,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,4570000.0,4570000.0,90.7,False,Purchase_Bill_PRJ000537.pdf
DOC0001074,PRJ000537,UTILIZATION_CERTIFICATE,Kolkata District Rural Development Agency (DRDA),DRAINAGE,232832.86,4570000.0,92.4,False,Utilization_Certificate_PRJ000537.pdf
DOC0001075,PRJ000538,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,7620000.0,7620000.0,88.8,False,Purchase_Bill_PRJ000538.pdf
DOC0001076,PRJ000538,UTILIZATION_CERTIFICATE,Kolkata District Rural Development Agency (DRDA),HEALTHCARE,10820400.0,7620000.0,96.3,False,Utilization_Certificate_PRJ000538.pdf
DOC0001077,PRJ000539,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,5350000.0,5350000.0,91.6,False,Purchase_Bill_PRJ000539.pdf
DOC0001078,PRJ000539,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),ROAD_CONSTRUCTION,4389698.36,5350000.0,99.6,False,Utilization_Certificate_PRJ000539.pdf
DOC0001079,PRJ000540,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,BRIDGE,6010000.0,6010000.0,97.2,False,Purchase_Bill_PRJ000540.pdf
DOC0001080,PRJ000540,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),BRIDGE,1821030.0,6010000.0,96.8,False,Utilization_Certificate_PRJ000540.pdf
DOC0001081,PRJ000541,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,6940000.0,6940000.0,95.0,False,Purchase_Bill_PRJ000541.pdf
DOC0001082,PRJ000541,UTILIZATION_CERTIFICATE,Aurangabad State Water Supply & Sanitation Board (WSSB),COMMUNITY_HALL,5121720.0,6940000.0,91.7,False,Utilization_Certificate_PRJ000541.pdf
DOC0001083,PRJ000542,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,5750000.0,5750000.0,92.3,False,Purchase_Bill_PRJ000542.pdf
